profit,poids,Nombre génération,Nombre population,Nombre meilleur solution sélectionnée,Probabilité crossover,Probabilité mutation,Items sélectionnés,Type population initiale
1989,969,"34,99,6,39,71,9,11,76,15,50",340,130,39,0.5,0.3,HIGH,8.307538032531738
1989,969,"97,2,6,9,11,12,108,15,54,60,96",340,130,39,0.5,0.3,LOW,8.403290271759033
1989,969,"33,68,40,73,107,12,79",340,130,39,0.5,0.3,MEDIUM,8.5329430103302
1989,969,"97,65,2,6,68,40,9,74,11,12,91",340,120,36,0.5,0.3,HIGH,8.681286811828613
1989,969,"97,34,99,6,108,83,85,86,25,60,61,96",340,120,36,0.5,0.3,MEDIUM,8.376057147979736
1989,969,"97,68,6,72,73,74,12,45,79",340,120,36,0.5,0.3,LOW,9.062837362289429
1989,969,"97,100,68,71,73,10,107,76,61",340,110,33,0.5,0.3,LOW,8.688513278961182
1989,969,"1,99,34,97,38,73,74,11,52,91",340,110,33,0.5,0.3,HIGH,9.064963817596436
1989,969,"65,97,6,76,108,32,17,62,61,94,96",340,110,33,0.5,0.3,MEDIUM,9.172447919845581
1989,969,"73,71,6,76,85,96,40,50,54",340,100,30,0.5,0.3,HIGH,9.155485153198242
1989,969,"65,97,39,40,107,83,25,61",340,100,30,0.5,0.3,MEDIUM,9.027826309204102
1989,969,"65,97,34,100,39,10,74,54,25,60,61",340,100,30,0.5,0.3,LOW,9.114749431610107
1989,969,"65,67,38,103,74,107,83,86,54,96",340,90,27,0.5,0.3,HIGH,7.699916124343872
1989,969,"97,99,100,103,108,15,85,54,96",340,90,27,0.5,0.3,LOW,8.095763921737671
1989,969,"2,6,73,74,11,12,96,34,36,38,50,60",340,90,27,0.5,0.3,MEDIUM,8.19848918914795
1989,969,"33,2,35,6,71,10,43,74,83,61",340,80,24,0.5,0.3,HIGH,8.075561761856079
1989,969,"97,67,71,74,107,85,88",340,80,24,0.5,0.3,MEDIUM,7.864126920700073
1989,969,"2,35,100,39,103,10,11,12,76,17,50",340,80,24,0.5,0.3,LOW,7.987796306610107
1989,969,"35,68,73,74,43,11,50,83,25,32,96",340,70,21,0.5,0.3,HIGH,8.530957460403442
1989,969,"2,68,74,76,10,12,83,84,88,43,52,61",340,70,21,0.5,0.3,MEDIUM,8.31462574005127
1989,969,"65,34,38,73,74,76,108,83,86,88",340,70,21,0.5,0.3,LOW,8.481142282485962
1989,969,"34,99,38,71,103,76,50,62",340,60,18,0.5,0.3,HIGH,8.689584255218506
1989,969,"2,73,40,76,45,50,88,25,91,61,96",340,60,18,0.5,0.3,MEDIUM,8.725644826889038
1989,969,"1,76,17,83,84,97,33,43,54",340,60,18,0.5,0.3,LOW,8.832318782806396
1989,969,"66,99,100,50,83,85,86",340,50,15,0.5,0.3,HIGH,8.70266580581665
1989,969,"1,2,100,68,9,11,108,85,54,61",340,50,15,0.5,0.3,MEDIUM,8.697088718414307
1989,969,"34,66,100,72,74,108,15,88,61",340,50,15,0.5,0.3,LOW,10.76090145111084
1989,969,"33,65,100,38,6,9,12,79,17",340,40,12,0.5,0.3,HIGH,11.499088287353516
1989,969,"65,66,10,12,17,52,96,32",340,40,12,0.5,0.3,MEDIUM,11.692570447921753
1989,969,"33,68,72,74,11,45,85,88,89",340,40,12,0.5,0.3,LOW,11.84009575843811
1989,969,"100,38,103,107,108,76,83,85,91",340,30,9,0.5,0.3,HIGH,11.757317304611206
1989,969,"65,6,38,71,74,10,43,45,15,17,54,25,61",340,30,9,0.5,0.3,MEDIUM,11.884976148605347
1989,969,"1,6,11,17,25,34,33,40,108,61,52",340,30,9,0.5,0.3,LOW,11.966533184051514
1989,969,"35,103,9,10,107,76,73,52,25",340,20,6,0.5,0.3,HIGH,11.192424774169922
1989,969,"2,68,103,73,10,83,88,94,32",340,20,6,0.5,0.3,MEDIUM,10.626453161239624
1989,969,"2,68,6,71,73,74,17,89,103,43,45",330,150,45,0.5,0.3,HIGH,8.521083354949951
1989,969,"65,2,9,74,11,76,88,32,34,103,54,60",340,20,6,0.5,0.3,LOW,10.514750957489014
1989,969,"33,100,103,76,17,52,54,89,61,96",340,10,3,0.5,0.3,HIGH,10.563620328903198
1989,969,"2,9,11,12,76,17,96,33,34,60,61",340,10,3,0.5,0.3,MEDIUM,10.53569483757019
1989,969,"1,2,65,6,76,10,89,38,97,35,108,61",340,10,3,0.5,0.3,LOW,10.483875751495361
1989,969,"97,65,34,99,6,10,25,62,96",330,150,45,0.5,0.3,MEDIUM,7.472164630889893
1989,969,"2,34,39,72,74,12,79,50,83,54,88,61",330,150,45,0.5,0.3,LOW,7.5186333656311035
1989,969,"65,66,2,6,10,76,85,86,96,107,54",330,140,42,0.5,0.3,HIGH,7.427875280380249
1989,969,"65,2,97,71,72,103,74,17,50,52,86,54,60,61",330,140,42,0.5,0.3,MEDIUM,7.440841197967529
1989,969,"36,68,6,39,103,72,74,43,76,94,96",330,140,42,0.5,0.3,LOW,7.395960807800293
1989,969,"2,34,40,10,43,12,45,74,15,25,60",330,130,39,0.5,0.3,HIGH,7.395963907241821
1989,969,"72,10,74,79,83,84,88,25,97,34,45,61",330,130,39,0.5,0.3,MEDIUM,7.390932321548462
1989,969,"97,65,74,43,76,45,79,50,83,54,86,60,61",330,130,39,0.5,0.3,LOW,8.20707106590271
1989,969,"1,2,39,72,103,10,74,76,17,54,88,25,60,61",330,120,36,0.5,0.3,LOW,8.65261197090149
1989,969,"65,2,68,6,10,76,17,86,88,97,34,60",330,120,36,0.5,0.3,HIGH,9.178206443786621
1989,969,"66,6,74,12,17,88,96,97,99,38,60",330,120,36,0.5,0.3,MEDIUM,9.55520224571228
1989,969,"2,99,103,72,9,74,76,12,50,85,88,25",330,110,33,0.5,0.3,HIGH,9.315839290618896
1989,969,"65,2,6,72,73,10,15,17,50,52,54,25,96",330,110,33,0.5,0.3,LOW,9.463444471359253
1989,969,"65,66,97,72,74,76,79,50,60,94,96",330,110,33,0.5,0.3,MEDIUM,10.115699291229248
1989,969,"99,68,6,76,83,54,89,25,94,32",330,100,30,0.5,0.3,HIGH,8.824829816818237
1989,969,"65,72,10,74,25,97,34,38,39,107,45,54",330,100,30,0.5,0.3,MEDIUM,10.388645648956299
1989,969,"6,17,84,85,103,39,107,54,60,61",330,100,30,0.5,0.3,LOW,10.330803394317627
1989,969,"65,97,99,100,38,103,74,108,45,50,83,60,61",330,90,27,0.5,0.3,LOW,12.355387210845947
1989,969,"97,33,79,83,84,86,96",330,90,27,0.5,0.3,HIGH,13.015621900558472
1989,969,"34,2,100,74,107,43,79,83,52,86",330,90,27,0.5,0.3,MEDIUM,13.10039472579956
1989,969,"97,2,99,35,10,43,108,52,91,61",330,80,24,0.5,0.3,HIGH,13.066485166549683
1989,969,"2,35,72,74,76,83,84,54,86,25,61,32",330,80,24,0.5,0.3,MEDIUM,12.244253635406494
1989,969,"1,38,71,11,108,76,15,85,88",330,80,24,0.5,0.3,LOW,9.672129392623901
1989,969,"67,38,72,73,74,43,76,25,61,32",330,70,21,0.5,0.3,HIGH,11.15317153930664
1989,969,"33,1,97,103,107,11,54,25,61,94,96",330,70,21,0.5,0.3,LOW,11.099315643310547
1989,969,"97,39,74,43,11,108,76,85,86,54",330,70,21,0.5,0.3,MEDIUM,11.727634906768799
1989,969,"1,34,66,68,74,107,91,89",330,60,18,0.5,0.3,MEDIUM,10.971657514572144
1989,969,"2,74,11,79,85,36,38,45,52,61",330,60,18,0.5,0.3,HIGH,12.662135601043701
1989,969,"65,99,71,40,107,76,45,83,25,96",330,60,18,0.5,0.3,LOW,11.317732095718384
1989,969,"1,103,79,85,86,89,94",330,50,15,0.5,0.3,HIGH,10.749251365661621
1989,969,"65,97,68,100,71,73,76,108,83,85,61",330,50,15,0.5,0.3,MEDIUM,10.445065021514893
1989,969,"1,2,67,73,10,74,88,25,96,45,50",330,50,15,0.5,0.3,LOW,9.70105528831482
1989,969,"65,99,100,67,45,25,60,61,94,96",330,40,12,0.5,0.3,HIGH,10.508893966674805
1989,969,"6,10,79,83,25,61,62",330,40,12,0.5,0.3,MEDIUM,10.48994517326355
1989,969,"65,34,2,6,103,40,74,107,108,76,83,86",330,40,12,0.5,0.3,LOW,10.458030462265015
1989,969,"1,6,71,74,11,76,79,91,54,60,61",330,30,9,0.5,0.3,HIGH,10.242592334747314
1989,969,"97,35,68,2,103,72,73,10,74,12,25,60",330,30,9,0.5,0.3,MEDIUM,10.812418699264526
1989,969,"65,6,73,74,11,76,17,43,45,50",330,30,9,0.5,0.3,LOW,11.229434967041016
1989,969,"1,35,6,71,74,11,12,76,25,89,61",330,20,6,0.5,0.3,HIGH,11.063878297805786
1989,969,"65,97,99,34,103,72,107,108,84,96",330,20,6,0.5,0.3,MEDIUM,10.468470096588135
1989,969,"99,72,73,74,107,76,43,79,85,96",330,20,6,0.5,0.3,LOW,10.834491729736328
1989,969,"11,76,79,85,89,25,96,34,38,108,52",330,10,3,0.5,0.3,HIGH,11.112746715545654
1989,969,"12,76,79,17,25,96,33,36,52,60",330,10,3,0.5,0.3,MEDIUM,9.849141120910645
1989,969,"2,65,6,38,72,73,10,103,45,83,25,61",330,10,3,0.5,0.3,LOW,9.838818073272705
1989,969,"65,100,71,74,76,12,50,86,25,60,62",320,150,45,0.5,0.3,HIGH,8.488298177719116
1989,969,"33,35,38,103,10,79,83,25,62",320,150,45,0.5,0.3,LOW,7.724341869354248
1989,969,"36,68,39,9,43,83,25,61",320,150,45,0.5,0.3,MEDIUM,9.174691438674927
1989,969,"2,71,74,79,85,43,50,54,60,61",320,140,42,0.5,0.3,HIGH,9.986519813537598
1989,969,"6,73,74,76,25,34,39,103,45,61,62",320,140,42,0.5,0.3,MEDIUM,9.881800174713135
1989,969,"65,68,103,73,10,43,76,12,11,50,54,61",320,140,42,0.5,0.3,LOW,8.608205556869507
1989,969,"97,6,73,74,11,12,108,107,52,32",320,130,39,0.5,0.3,HIGH,8.171374320983887
1989,969,"1,6,72,11,12,107,15,17,52,25,61",320,130,39,0.5,0.3,MEDIUM,9.574621200561523
1989,969,"33,2,99,100,68,6,103,71,11,15",320,130,39,0.5,0.3,LOW,8.408739805221558
1989,969,"97,66,100,74,107,76,17,50,88,60",320,120,36,0.5,0.3,HIGH,8.417486429214478
1989,969,"65,97,99,68,100,103,72,74,76,108,88,61,96",320,120,36,0.5,0.3,MEDIUM,8.457381248474121
1989,969,"68,6,84,85,25,96,99,43,54,60",320,120,36,0.5,0.3,LOW,8.271876573562622
1989,969,"97,66,2,68,71,38,74,79,83,86,60",320,110,33,0.5,0.3,HIGH,8.429455280303955
1989,969,"97,34,38,74,10,11,84,25,91",320,110,33,0.5,0.3,MEDIUM,8.602991104125977
1989,969,"1,11,76,17,85,86,25,32,34,50,54",320,110,33,0.5,0.3,LOW,7.790165185928345
1989,969,"76,79,83,85,96,38,108,54,61,62",320,100,30,0.5,0.3,HIGH,7.98863410949707
1989,969,"1,2,67,74,11,76,83,96,97,34,38,107,61",320,100,30,0.5,0.3,MEDIUM,8.512234210968018
1989,969,"35,39,43,12,15,17,50,52,61",320,90,27,0.5,0.3,HIGH,7.947744607925415
1989,969,"73,74,79,83,85,25,97,107,108,45,50,61",320,100,30,0.5,0.3,LOW,8.995940923690796
1989,969,"2,73,10,76,88,25,35,103,43,45,50",320,90,27,0.5,0.3,LOW,8.196079969406128
1989,969,"67,68,99,103,84,86,89,96",320,90,27,0.5,0.3,MEDIUM,9.102655410766602
1989,969,"1,2,99,6,11,12,17,25,89,94",320,80,24,0.5,0.3,HIGH,9.352985620498657
1989,969,"65,2,34,39,72,10,12,45,54,89",320,80,24,0.5,0.3,MEDIUM,8.45438838005066
1989,969,"74,83,84,85,97,38,43,108,50,60,61",320,80,24,0.5,0.3,LOW,9.06675124168396
1989,969,"97,65,6,38,10,108,12,32,83,25,60,61,96",320,70,21,0.5,0.3,HIGH,8.431450366973877
1989,969,"65,68,72,11,17,25,96,97,34,103,43,108,52,61",320,70,21,0.5,0.3,MEDIUM,8.801460266113281
1989,969,"35,100,6,71,12,79,84,25",320,70,21,0.5,0.3,LOW,8.475333213806152
1989,969,"6,74,11,76,83,25,35,38,39,45,54,61",320,60,18,0.5,0.3,HIGH,8.58504056930542
1989,969,"65,66,35,68,67,103,76,108,60,96",320,60,18,0.5,0.3,MEDIUM,8.758575201034546
1989,969,"1,2,100,6,39,40,10,25,91",320,60,18,0.5,0.3,LOW,8.751594066619873
1989,969,"65,66,1,68,88,25,60,61,96",320,50,15,0.5,0.3,HIGH,8.678789138793945
1989,969,"1,2,33,97,38,39,10,43,12,60",320,50,15,0.5,0.3,MEDIUM,8.891221046447754
1989,969,"33,2,34,39,43,25,60,32",320,50,15,0.5,0.3,LOW,8.958041429519653
1989,969,"2,1,76,86,25,91,96,107,108,45,60,61",320,40,12,0.5,0.3,HIGH,9.154516220092773
1989,969,"6,103,72,39,74,108,84,88,89,61",320,40,12,0.5,0.3,MEDIUM,9.119610071182251
1989,969,"97,99,38,73,74,76,108,45,61,32",320,40,12,0.5,0.3,LOW,9.273199558258057
1989,969,"97,2,103,73,10,74,79,83,84,61",320,30,9,0.5,0.3,HIGH,9.274197101593018
1989,969,"33,66,2,6,73,74,10,108,89,25,61",320,30,9,0.5,0.3,MEDIUM,9.04281497001648
1989,969,"1,65,6,9,10,108,50,83,52",320,30,9,0.5,0.3,LOW,9.034836530685425
1989,969,"6,74,11,72,12,15,85,103,108,50,54,61",320,20,6,0.5,0.3,HIGH,9.225407600402832
1989,969,"33,2,34,6,72,74,43,45,17,52,88",320,20,6,0.5,0.3,MEDIUM,8.780742645263672
1989,969,"1,65,2,100,38,71,76,54,88,60",320,20,6,0.5,0.3,LOW,8.7727632522583
1989,969,"65,100,68,6,103,9,76,83,86,60,61",320,10,3,0.5,0.3,HIGH,8.680068731307983
1989,969,"1,74,11,76,83,25,99,36,103,62,60",320,10,3,0.5,0.3,MEDIUM,9.035118579864502
1989,969,"68,6,103,10,11,45,17,83,52,54,25",320,10,3,0.5,0.3,LOW,8.726942777633667
1989,969,"66,10,74,72,76,25,89,97,103,108,52,60",310,150,45,0.5,0.3,HIGH,7.136197566986084
1989,969,"65,97,68,74,108,83,85,88,61,96",310,150,45,0.5,0.3,MEDIUM,7.206927537918091
1989,969,"1,74,11,10,17,97,34,38,43,108,45,50",310,150,45,0.5,0.3,LOW,6.801865816116333
1989,969,"2,100,40,9,74,12,76,83,25,60",310,140,42,0.5,0.3,HIGH,6.97739577293396
1989,969,"66,38,108,50,88,89,25,94",310,140,42,0.5,0.3,MEDIUM,7.008256912231445
1989,969,"97,2,6,71,10,73,45,79,17,25,32",310,140,42,0.5,0.3,LOW,7.164838075637817
1989,969,"65,2,85,25,32,97,100,108,52,61",310,130,39,0.5,0.3,HIGH,7.152870178222656
1989,969,"2,38,103,10,11,108,76,83,85,54,25,96,32",310,130,39,0.5,0.3,MEDIUM,7.2426300048828125
1989,969,"6,72,10,11,91,94,103,60,61",310,130,39,0.5,0.3,LOW,7.28651237487793
1989,969,"2,99,68,103,72,73,74,76,45,50,83,86",310,120,36,0.5,0.3,HIGH,7.315435171127319
1989,969,"97,67,100,99,103,72,9,76,17,60,61",310,120,36,0.5,0.3,MEDIUM,7.454064130783081
1989,969,"97,2,99,103,107,108,83,91,61,94",310,120,36,0.5,0.3,LOW,7.522880554199219
1989,969,"33,68,6,72,10,15,88,89,61,96",310,110,33,0.5,0.3,HIGH,7.531856298446655
1989,969,"97,2,68,36,103,99,74,11,76,108,79,54,61",310,110,33,0.5,0.3,MEDIUM,7.519888162612915
1989,969,"1,2,68,6,38,71,9,74,11,108,15,54",310,110,33,0.5,0.3,LOW,7.440101861953735
1989,969,"35,39,108,76,83,54,25,96",310,100,30,0.5,0.3,HIGH,7.526870012283325
1989,969,"97,34,1,65,72,17,86,89,91",310,100,30,0.5,0.3,MEDIUM,7.603663682937622
1989,969,"97,65,66,35,99,38,72,74,108,76,54,96",310,100,30,0.5,0.3,LOW,7.707387208938599
1989,969,"2,68,72,10,76,74,83,32,36,39,52",310,90,27,0.5,0.3,HIGH,8.193087816238403
1989,969,"65,34,99,6,91,71,103,12,45",310,90,27,0.5,0.3,MEDIUM,8.008580684661865
1989,969,"97,2,36,1,39,10,12,108,76,17,60",310,90,27,0.5,0.3,LOW,7.961706638336182
1989,969,"65,1,67,68,97,36,108,54,91",310,80,24,0.5,0.3,HIGH,8.228991508483887
1989,969,"67,68,74,83,34,99,39,45,50,52,61",310,80,24,0.5,0.3,MEDIUM,8.176133394241333
1989,969,"35,68,38,40,11,45,52,54,25",310,80,24,0.5,0.3,LOW,8.18012285232544
1989,969,"34,36,72,103,74,39,76,50,85,86,25,61",310,70,21,0.5,0.3,HIGH,8.160176038742065
1989,969,"1,66,34,68,39,10,12,17,83,61",310,70,21,0.5,0.3,LOW,8.138234853744507
1989,969,"99,68,100,71,74,43,50,86,91,61",310,70,21,0.5,0.3,MEDIUM,9.912490129470825
1989,969,"34,67,68,6,74,76,12,45,15,50,54,25,61",310,60,18,0.5,0.3,HIGH,8.115295886993408
1989,969,"65,72,73,74,11,85,86,89,25,34",310,60,18,0.5,0.3,LOW,10.293470621109009
1989,969,"1,65,66,68,2,39,9,10,17,50,25,61",310,50,15,0.5,0.3,MEDIUM,8.793482303619385
1989,969,"1,2,68,6,73,12,76,25,96,97,39,103,52",310,60,18,0.5,0.3,MEDIUM,12.928423404693604
1989,969,"65,73,74,79,17,96,34,99,38,103,54,60",310,50,15,0.5,0.3,HIGH,13.166785478591919
1989,969,"2,100,38,72,76,85,60,61,32",310,50,15,0.5,0.3,LOW,11.346748352050781
1989,969,"65,2,6,72,10,12,25,96,97,33,35,61",310,40,12,0.5,0.3,MEDIUM,10.460119009017944
1989,969,"2,6,74,84,88,25,96,97,33,103,108,60,61",310,40,12,0.5,0.3,HIGH,12.442816495895386
1989,969,"2,34,68,38,6,103,73,107,45,61,62,96",310,40,12,0.5,0.3,LOW,8.584136247634888
1989,969,"66,103,108,83,25,91,60,96",310,30,9,0.5,0.3,HIGH,9.1556077003479
1989,969,"65,1,6,72,74,83,84,88,25,34,60,61",310,30,9,0.5,0.3,MEDIUM,9.20348072052002
1989,969,"74,11,108,45,83,84,52,86,91",310,30,9,0.5,0.3,LOW,7.866064071655273
1989,969,"97,2,6,40,10,73,12,76,52,25,32",310,20,6,0.5,0.3,HIGH,8.126266241073608
1989,969,"65,97,72,73,74,108,76,89,60,61,96",310,20,6,0.5,0.3,MEDIUM,7.973674297332764
1989,969,"100,6,103,85,88,94,96",310,20,6,0.5,0.3,LOW,8.801596641540527
1989,969,"97,2,67,68,99,73,74,76,88,25,61,62",310,10,3,0.5,0.3,MEDIUM,8.132385969161987
1989,969,"10,11,76,72,79,25,97,43,107,52,60,61",310,10,3,0.5,0.3,HIGH,8.969148635864258
1989,969,"65,66,68,9,11,100,36,103,50",310,10,3,0.5,0.3,LOW,8.34717869758606
1989,969,"68,10,76,85,88,97,99,39,103,107",300,150,45,0.5,0.3,HIGH,7.846567869186401
1989,969,"99,68,38,73,74,76,108,85,89,25,60,61",300,150,45,0.5,0.3,LOW,7.0116987228393555
1989,969,"97,68,103,74,43,108,79,85,86,54,61",300,150,45,0.5,0.3,MEDIUM,7.846764802932739
1989,969,"34,67,68,103,72,9,76,108,84,60,61",300,140,42,0.5,0.3,HIGH,7.4746716022491455
1989,969,"103,74,108,76,83,88,91",300,140,42,0.5,0.3,MEDIUM,7.535509824752808
1989,969,"66,68,103,43,76,12,84,25,61,96",300,140,42,0.5,0.3,LOW,7.374938488006592
1989,969,"6,72,15,97,35,50",300,130,39,0.5,0.3,HIGH,7.376566410064697
1989,969,"1,2,34,6,71,9,10,12,76,25",300,130,39,0.5,0.3,MEDIUM,7.3934712409973145
1989,969,"97,100,103,74,43,76,50,83,52,86,54,96",300,130,39,0.5,0.3,LOW,7.43546199798584
1989,969,"71,72,74,11,12,79,17,83,88,25,96",300,120,36,0.5,0.3,HIGH,7.533898830413818
1989,969,"97,100,103,9,74,11,108,45,79,94",300,120,36,0.5,0.3,MEDIUM,7.435766696929932
1989,969,"97,99,100,68,72,74,45,83,52,94,96",300,120,36,0.5,0.3,LOW,7.472683668136597
1989,969,"97,65,103,39,74,108,86,89,96",300,110,33,0.5,0.3,HIGH,7.5615763664245605
1989,969,"2,6,9,10,11,76,25,97,38,107,108,43,50,60",300,110,33,0.5,0.3,MEDIUM,7.50173807144165
1989,969,"1,100,103,9,10,12,50,52,96",300,110,33,0.5,0.3,LOW,7.390746593475342
1989,969,"97,99,68,6,72,9,10,107,76,17,54,96",300,100,30,0.5,0.3,HIGH,6.956947326660156
1989,969,"97,100,103,71,108,17,83,86,54,25",300,100,30,0.5,0.3,MEDIUM,6.920045614242554
1989,969,"68,6,72,89,96,97,40,43,108,50,60",300,100,30,0.5,0.3,LOW,6.485754013061523
1989,969,"65,2,6,17,25,91,97,34,36,40,50,61",300,90,27,0.5,0.3,HIGH,6.610454082489014
1989,969,"1,68,99,9,43,52,85,60,96",300,90,27,0.5,0.3,MEDIUM,6.670165061950684
1989,969,"33,2,34,65,39,108,10,107,83",300,90,27,0.5,0.3,LOW,6.75247597694397
1989,969,"67,68,74,107,108,86,88,89",300,80,24,0.5,0.3,HIGH,7.09098744392395
1989,969,"2,35,38,40,10,43,74,76,45,60,61",300,80,24,0.5,0.3,MEDIUM,7.102913856506348
1989,969,"1,97,6,38,43,15,79,17,25,60",300,80,24,0.5,0.3,LOW,6.993655204772949
1989,969,"1,2,33,36,100,6,68,11,25,60,61",300,70,21,0.5,0.3,HIGH,7.411384582519531
1989,969,"33,2,35,68,39,73,10,11,45",300,70,21,0.5,0.3,LOW,6.9366044998168945
1989,969,"2,34,6,39,72,9,76,17,52,96,32",300,70,21,0.5,0.3,MEDIUM,7.588860273361206
1989,969,"97,67,103,79,52,54,88,89,25,61",300,60,18,0.5,0.3,HIGH,6.957605600357056
1989,969,"2,97,1,67,43,108,76,89,61",300,60,18,0.5,0.3,MEDIUM,7.484114170074463
1989,969,"97,99,68,103,72,74,79,83,86,88",300,60,18,0.5,0.3,LOW,7.087176084518433
