PROFIT,WEIGHT,ITEMS,NB_GENERATION,NB_POPULATION,NB_BEST,PROBA_CROSSOVER,PROBA_MUTATION,TYPE_INIT_POP,TIME_EXECUTION
2238,2266,"385,809,691,120,315",260,135,800,0.9,0.1,MEDIUM,0.27725982666015625
4431,4501,"453,263,42,912,722,147,28,63",260,135,800,0.8,1.0,HIGH,0.25531721115112305
970,970,17,260,135,800,0.8,1.0,LOW,0.21143436431884766
2231,2231,"137,490,46,591,537,640",260,135,800,0.8,1.0,MEDIUM,0.28623366355895996
2238,2266,"193,966,940,758,247,414",260,135,800,0.8,0.9,MEDIUM,0.22041034698486328
4417,4431,"536,488,554,12,214,408,922,574",260,135,800,0.8,0.9,HIGH,0.2982017993927002
970,970,874,260,135,800,0.8,0.9,LOW,0.22140741348266602
4476,4532,"674,542,231,73,529,884,694,504,766,447",260,135,800,0.8,0.8,HIGH,0.26429271697998047
2231,2231,"746,981,287,408",260,135,800,0.8,0.8,MEDIUM,0.23138141632080078
970,970,692,260,135,800,0.8,0.8,LOW,0.2323777675628662
2231,2231,"387,969,301,986,509",260,135,800,0.8,0.7,MEDIUM,0.24434590339660645
970,970,692,260,135,800,0.8,0.7,LOW,0.22739052772521973
4514,4528,"162,728,21,405,375,920,281,31,480",260,135,800,0.8,0.7,HIGH,0.29720544815063477
4438,4536,"131,837,743,657,285,475,733,222",260,135,800,0.8,0.6,HIGH,0.25232481956481934
970,970,737,260,135,800,0.8,0.6,LOW,0.23936033248901367
2193,2235,"481,265,270,889,382",260,135,800,0.8,0.6,MEDIUM,0.3011946678161621
4400,4540,"262,448,925,632,281,570,475,509,128",260,135,800,0.8,0.5,HIGH,0.31017088890075684
970,970,381,260,135,800,0.8,0.5,LOW,0.25033020973205566
2231,2231,"163,997,105,687,85,505",260,135,800,0.8,0.5,MEDIUM,0.3011939525604248
4362,4544,"421,870,393,79,689,659,248,795,382,319",260,135,800,0.8,0.4,HIGH,0.31116771697998047
970,970,772,260,135,800,0.8,0.4,LOW,0.23636722564697266
2231,2231,"581,390,888",260,135,800,0.8,0.4,MEDIUM,0.3420848846435547
4438,4536,"37,198,902,584,645,428,556,886,186,831",260,135,800,0.8,0.3,HIGH,0.3011937141418457
970,970,816,260,135,800,0.8,0.3,LOW,0.23935914039611816
2231,2231,"867,871,856",260,135,800,0.8,0.3,MEDIUM,0.3031890392303467
970,970,238,260,135,800,0.8,0.2,LOW,0.2263941764831543
4317,4513,"837,136,681,526,719,692,920,122,380,733",260,135,800,0.8,0.2,HIGH,0.3071784973144531
2238,2266,"705,324,838,373,701",260,135,800,0.8,0.2,MEDIUM,0.293215274810791
4400,4540,"36,714,622,560,182,890,765",260,135,800,0.8,0.1,HIGH,0.29920005798339844
970,970,244,260,135,800,0.8,0.1,LOW,0.2473459243774414
2231,2231,"201,187,212",260,135,800,0.8,0.1,MEDIUM,0.29920172691345215
970,970,874,260,135,800,0.7,1.0,LOW,0.24235153198242188
4362,4544,"961,835,392,520,748,722,628,667,412,253",260,135,800,0.7,1.0,HIGH,0.3061811923980713
2162,2274,"409,99,932,200",260,135,800,0.7,1.0,MEDIUM,0.28623461723327637
4469,4497,"993,809,925,339,762,378,381,960",260,135,800,0.7,0.9,HIGH,0.29620790481567383
2238,2266,"163,373,213,248,986,379,925",260,135,800,0.7,0.9,MEDIUM,0.2982022762298584
970,970,816,260,135,800,0.7,0.9,LOW,0.23537039756774902
970,970,702,260,135,800,0.7,0.8,LOW,0.23138093948364258
4393,4505,"545,674,136,713,45,462,275,160",260,135,800,0.7,0.8,HIGH,0.3091731071472168
2238,2266,"298,163,109,234",260,135,800,0.7,0.8,MEDIUM,0.3001978397369385
4431,4501,"898,3,354,933,808,616,809,315,174,91",260,135,800,0.7,0.7,HIGH,0.30019712448120117
970,970,510,260,135,800,0.7,0.7,LOW,0.23337626457214355
2238,2266,"394,979,718,486",260,135,800,0.7,0.7,MEDIUM,0.2982022762298584
4400,4540,"516,967,11,12,944,440,445,253",260,135,800,0.7,0.6,HIGH,0.30019712448120117
970,970,991,260,135,800,0.7,0.6,LOW,0.23836302757263184
2231,2231,"316,692,973,344",260,135,800,0.7,0.6,MEDIUM,0.2902235984802246
4386,4470,"387,360,585,874,684,211,278,888",260,135,800,0.7,0.5,HIGH,0.29920005798339844
970,970,174,260,135,800,0.7,0.5,LOW,0.23836302757263184
2238,2266,"74,875,112,721,723",260,135,800,0.7,0.5,MEDIUM,0.3031892776489258
4393,4505,"390,808,314,787,694,728,665,282,379",260,135,800,0.7,0.4,HIGH,0.29920077323913574
2162,2274,"961,445,929",260,135,800,0.7,0.4,MEDIUM,0.2812471389770508
970,970,110,260,135,800,0.7,0.4,LOW,0.23237824440002441
970,970,149,260,135,800,0.7,0.3,LOW,0.18849539756774902
4438,4536,"645,903,200,459,334,723,628,307,632,282",260,135,800,0.7,0.3,HIGH,0.3001985549926758
4462,4462,"486,781,175,48,753,407,861",260,135,800,0.7,0.2,HIGH,0.22041034698486328
2231,2231,"113,146,310",260,135,800,0.7,0.3,MEDIUM,0.28024983406066895
970,970,238,260,135,800,0.7,0.2,LOW,0.1904900074005127
2238,2266,"237,117,622,727",260,135,800,0.7,0.2,MEDIUM,0.27227163314819336
4327,4369,"225,546,711,716,976,242,728,798",260,135,800,0.7,0.1,HIGH,0.24933290481567383
970,970,867,260,135,800,0.7,0.1,LOW,0.20751023292541504
2231,2231,"74,612,743",260,135,800,0.7,0.1,MEDIUM,0.24840068817138672
970,970,701,260,135,800,0.6,1.0,LOW,0.20052886009216309
4431,4501,"828,291,871,847,404,183,407,540",260,135,800,0.6,1.0,HIGH,0.2942788600921631
2231,2231,"432,94,104",260,135,800,0.6,1.0,MEDIUM,0.30125999450683594
4514,4528,"546,900,613,361,75,401,433,659,185",260,135,800,0.6,0.9,HIGH,0.29328107833862305
2231,2231,"834,791,368",260,135,800,0.6,0.9,MEDIUM,0.2843046188354492
970,970,874,260,135,800,0.6,0.9,LOW,0.2293863296508789
4355,4509,"644,680,846,560,658,626,505",260,135,800,0.6,0.8,HIGH,0.28822875022888184
970,970,381,260,135,800,0.6,0.8,LOW,0.19547700881958008
2238,2266,"676,492,750,948,694,667",260,135,800,0.6,0.8,MEDIUM,0.28523707389831543
970,970,510,260,135,800,0.6,0.7,LOW,0.1655569076538086
4372,4400,"390,488,425,946,500,21,982,350,991",260,135,800,0.6,0.7,HIGH,0.282245397567749
2231,2231,"900,21,862",260,135,800,0.6,0.7,MEDIUM,0.2762610912322998
4365,4365,"249,230,491,590,635,825,794,859",260,135,800,0.6,0.6,HIGH,0.30019688606262207
970,970,960,260,135,800,0.6,0.6,LOW,0.2263951301574707
2238,2266,"809,227,940,640",260,135,800,0.6,0.6,MEDIUM,0.28025054931640625
970,970,238,260,135,800,0.6,0.5,LOW,0.22838830947875977
4438,4536,"646,782,912,434,249,800",260,135,800,0.6,0.5,HIGH,0.29421353340148926
2231,2231,"3,264,46,596,214",260,135,800,0.6,0.5,MEDIUM,0.2822449207305908
4462,4462,"842,362,939,848,208,214",260,135,800,0.6,0.4,HIGH,0.26927971839904785
970,970,457,260,135,800,0.6,0.4,LOW,0.23437285423278809
2238,2266,"712,684,347,726,699",260,135,800,0.6,0.4,MEDIUM,0.27227115631103516
970,970,713,260,135,800,0.6,0.3,LOW,0.18051743507385254
4469,4497,"321,833,549,935,113,312,827,253",260,135,800,0.6,0.3,HIGH,0.28922605514526367
2238,2266,"647,52,149,507,830",260,135,800,0.6,0.3,MEDIUM,0.21741914749145508
4362,4544,"483,425,463,178,787,468,510,415",260,135,800,0.6,0.2,HIGH,0.28922581672668457
970,970,991,260,135,800,0.6,0.2,LOW,0.1964740753173828
2231,2231,"961,675,772,798",260,135,800,0.6,0.2,MEDIUM,0.25232481956481934
4431,4501,"68,836,936,170,848,789,90,381,927",260,135,800,0.6,0.1,HIGH,0.23237824440002441
970,970,381,260,135,800,0.6,0.1,LOW,0.20545029640197754
2231,2231,"500,479,791",260,135,800,0.6,0.1,MEDIUM,0.24933290481567383
4469,4497,"939,781,110,685,629,991,601,319",260,135,800,0.5,1.0,HIGH,0.26329636573791504
970,970,298,260,135,800,0.5,1.0,LOW,0.18849587440490723
2238,2266,"930,613,491,847,24,443",260,135,800,0.5,1.0,MEDIUM,0.260303258895874
4355,4509,"609,227,996,433,721,403,344,314,59,672",260,135,800,0.5,0.9,HIGH,0.262298583984375
970,970,991,260,135,800,0.5,0.9,LOW,0.22739171981811523
2238,2266,"213,742,815,960",260,135,800,0.5,0.9,MEDIUM,0.2752649784088135
970,970,614,260,135,800,0.5,0.8,LOW,0.20345520973205566
4417,4431,"524,909,849,882,307,84,595,471,475,988",260,135,800,0.5,0.8,HIGH,0.2822442054748535
2231,2231,"728,859,864",260,135,800,0.5,0.8,MEDIUM,0.24434638023376465
4393,4505,"614,492,877,942,818,468,375,125,94",260,135,800,0.5,0.7,HIGH,0.23138117790222168
2193,2235,"345,516,711,752",260,135,800,0.5,0.7,MEDIUM,0.24634122848510742
970,970,149,260,135,800,0.5,0.7,LOW,0.21342873573303223
4424,4466,"549,873,874,270,659,156,735",260,135,800,0.5,0.6,HIGH,0.26628732681274414
970,970,200,260,135,800,0.5,0.6,LOW,0.2044529914855957
2238,2266,"809,99,108,710",260,135,800,0.5,0.6,MEDIUM,0.22439956665039062
4393,4505,"674,355,4,678,455,873,495,312,310,407,662,542",260,135,800,0.5,0.5,HIGH,0.26130127906799316
2238,2266,"14,718,596,24,799",260,135,800,0.5,0.5,MEDIUM,0.2533226013183594
970,970,390,260,135,800,0.5,0.5,LOW,0.22739148139953613
970,970,801,260,135,800,0.5,0.4,LOW,0.18650126457214355
4438,4536,"770,424,139,398,722,662,22,345,319",260,135,800,0.5,0.4,HIGH,0.2902235984802246
4431,4501,"165,678,938,202,208,752,469,158,960",260,135,800,0.5,0.3,HIGH,0.22041034698486328
2200,2270,"740,652,406,855,414",260,135,800,0.5,0.4,MEDIUM,0.2603034973144531
2186,2200,"646,137,11,239,850",260,135,800,0.5,0.3,MEDIUM,0.260303258895874
970,970,960,260,135,800,0.5,0.3,LOW,0.21642088890075684
4431,4501,"965,871,521,233,338,468,569,797,159",260,135,800,0.5,0.2,HIGH,0.2154238224029541
970,970,381,260,135,800,0.5,0.2,LOW,0.23237872123718262
2231,2231,"753,99,510",260,135,800,0.5,0.2,MEDIUM,0.2812480926513672
2238,2266,"837,359,701,830,992",260,135,800,0.5,0.1,MEDIUM,0.24135398864746094
4400,4540,"354,390,137,782,879,208,92,960",260,135,800,0.5,0.1,HIGH,0.2672843933105469
970,970,849,260,135,800,0.5,0.1,LOW,0.2124319076538086
4438,4536,"68,491,524,527,434,566,92,285,480",260,135,800,0.4,1.0,HIGH,0.2573113441467285
2231,2231,"529,426,854,912",260,135,800,0.4,1.0,MEDIUM,0.26030468940734863
970,970,702,260,135,800,0.4,1.0,LOW,0.22041034698486328
970,970,510,260,135,800,0.4,0.9,LOW,0.21642136573791504
2238,2266,"997,39,655,657,663,920",260,135,800,0.4,0.9,MEDIUM,0.23337507247924805
4400,4540,"673,36,453,390,182,635,765,255",260,135,800,0.4,0.9,HIGH,0.2922184467315674
4348,4474,"545,513,387,841,809,61,52,122,381",260,135,800,0.4,0.8,HIGH,0.2543196678161621
970,970,250,260,135,800,0.4,0.8,LOW,0.18650126457214355
2231,2231,"930,628,405,174",260,135,800,0.4,0.8,MEDIUM,0.27426600456237793
2200,2270,"66,68,933,629,382",260,135,800,0.4,0.7,MEDIUM,0.2184152603149414
970,970,250,260,135,800,0.4,0.7,LOW,0.20943927764892578
4317,4513,"715,460,236,143,210,571,640",260,135,800,0.4,0.7,HIGH,0.2922179698944092
970,970,437,260,135,800,0.4,0.6,LOW,0.18849587440490723
2231,2231,"714,491,316,495",260,135,800,0.4,0.6,MEDIUM,0.2154238224029541
4400,4540,"931,968,521,238,336,571,415",260,135,800,0.4,0.6,HIGH,0.2902240753173828
4417,4431,"129,876,718,433,345,890,480",260,135,800,0.4,0.5,HIGH,0.23636865615844727
970,970,825,260,135,800,0.4,0.5,LOW,0.22240447998046875
2238,2266,"691,213,309,887",260,135,800,0.4,0.5,MEDIUM,0.2573115825653076
4431,4501,"388,270,273,403,949,983,90,603,316",260,135,800,0.4,0.4,HIGH,0.23237824440002441
970,970,821,260,135,800,0.4,0.4,LOW,0.19946622848510742
2231,2231,"604,740,863,24",260,135,800,0.4,0.4,MEDIUM,0.25033044815063477
4469,4497,"34,170,878,208,407,188,448",260,135,800,0.4,0.3,HIGH,0.2902233600616455
970,970,348,260,135,800,0.4,0.3,LOW,0.1874985694885254
2238,2266,"388,136,969,521,862",260,135,800,0.4,0.3,MEDIUM,0.2433490753173828
4476,4532,"776,691,285,534,953,60,669",260,135,800,0.4,0.2,HIGH,0.2463698387145996
970,970,510,260,135,800,0.4,0.2,LOW,0.23041272163391113
2238,2266,"105,362,809,467,603",260,135,800,0.4,0.2,MEDIUM,0.2623276710510254
4386,4470,"833,546,626,659,309,22,118",260,135,800,0.4,0.1,HIGH,0.26930880546569824
970,970,298,260,135,800,0.4,0.1,LOW,0.18553400039672852
4400,4540,"104,684,527,368,912,726,665,576",260,135,800,0.3,1.0,HIGH,0.23141002655029297
2231,2231,"285,687,95",260,135,800,0.4,0.1,MEDIUM,0.28027868270874023
970,970,672,260,135,800,0.3,1.0,LOW,0.17553043365478516
2238,2266,"930,969,137,555,110,85",260,135,800,0.3,1.0,MEDIUM,0.24434638023376465
4424,4466,"34,329,44,335,979,475,94,319",260,135,800,0.3,0.9,HIGH,0.2682821750640869
2238,2266,"713,666,981,863",260,135,800,0.3,0.9,MEDIUM,0.22739124298095703
970,970,238,260,135,800,0.3,0.9,LOW,0.22240495681762695
970,970,735,260,135,800,0.3,0.8,LOW,0.19447946548461914
4362,4544,"674,332,652,428,816,179,215,120,347,160",260,135,800,0.3,0.8,HIGH,0.24733829498291016
2238,2266,"581,678,360,944,406",260,135,800,0.3,0.8,MEDIUM,0.27725815773010254
970,970,867,260,135,800,0.3,0.7,LOW,0.1795191764831543
4462,4462,"356,715,695,791,702",260,135,800,0.3,0.7,HIGH,0.26927924156188965
2231,2231,"162,219,21,770",260,135,800,0.3,0.7,MEDIUM,0.22439932823181152
970,970,991,260,135,800,0.3,0.6,LOW,0.16156816482543945
4400,4540,"833,745,750,591,912,882,247,446,287,512",260,135,800,0.3,0.6,HIGH,0.2822451591491699
2231,2231,"740,309,550",260,135,800,0.3,0.6,MEDIUM,0.2822449207305908
970,970,234,260,135,800,0.3,0.5,LOW,0.18051743507385254
4431,4501,"97,68,746,811,512,717,397,944,538,414,448",260,135,800,0.3,0.5,HIGH,0.2702770233154297
970,970,17,260,135,800,0.3,0.4,LOW,0.1326448917388916
2231,2231,"746,891,981,550",260,135,800,0.3,0.5,MEDIUM,0.27725839614868164
4476,4532,"961,194,673,238,697,380",260,135,800,0.3,0.4,HIGH,0.26628780364990234
2231,2231,"424,24,856",260,135,800,0.3,0.4,MEDIUM,0.26628804206848145
970,970,510,260,135,800,0.3,0.3,LOW,0.20245742797851562
4400,4540,"871,394,459,824,856,95,768",260,135,800,0.3,0.3,HIGH,0.2852365970611572
2238,2266,"393,909,45,687,568,702",260,135,800,0.3,0.3,MEDIUM,0.2533223628997803
970,970,212,260,135,800,0.3,0.2,LOW,0.19248461723327637
4462,4462,"614,234,74,174,441,155",260,135,800,0.3,0.2,HIGH,0.2513275146484375
2231,2231,"147,845,646",260,135,800,0.3,0.2,MEDIUM,0.2263941764831543
4469,4497,"164,776,809,432,658,436,601,378,95",260,135,800,0.3,0.1,HIGH,0.2483360767364502
970,970,816,260,135,800,0.3,0.1,LOW,0.2293858528137207
970,970,457,260,135,800,0.2,1.0,LOW,0.20245814323425293
2200,2270,"233,149,437",260,135,800,0.3,0.1,MEDIUM,0.2672848701477051
4431,4501,"709,428,652,846,174,178,920,572,255",260,135,800,0.2,1.0,HIGH,0.2712740898132324
2231,2231,"610,892,13,816",260,135,800,0.2,1.0,MEDIUM,0.25332212448120117
4365,4365,"577,549,262,934,613,393,77,305,248,733",260,135,800,0.2,0.9,HIGH,0.2563145160675049
2231,2231,"281,762,253,200",260,135,800,0.2,0.9,MEDIUM,0.23337531089782715
970,970,763,260,135,800,0.2,0.9,LOW,0.20545029640197754
2238,2266,"385,418,812,210,572",260,135,800,0.2,0.8,MEDIUM,0.2293863296508789
970,970,816,260,135,800,0.2,0.8,LOW,0.20744943618774414
2193,2235,"201,429,375,279,992",260,135,800,0.2,0.7,MEDIUM,0.2234022617340088
4393,4505,"645,267,206,375,728,250,735",260,135,800,0.2,0.8,HIGH,0.29421281814575195
4462,4462,"840,473,716,174,886,697,640",260,135,800,0.2,0.7,HIGH,0.2702772617340088
970,970,736,260,135,800,0.2,0.7,LOW,0.22539687156677246
4386,4470,"546,808,973,462,759,475,444,864",260,135,800,0.2,0.6,HIGH,0.25830864906311035
970,970,736,260,135,800,0.2,0.6,LOW,0.22041034698486328
970,970,238,260,135,800,0.2,0.5,LOW,0.18450593948364258
2231,2231,"270,390,215",260,135,800,0.2,0.6,MEDIUM,0.27725839614868164
4393,4505,"524,845,237,628,887,25,572,606",260,135,800,0.2,0.5,HIGH,0.24733829498291016
2238,2266,"231,112,689,147,59,894",260,135,800,0.2,0.5,MEDIUM,0.26927924156188965
4438,4536,"2,578,802,695,376,791,28,61,31",260,135,800,0.2,0.4,HIGH,0.2563142776489258
970,970,842,260,135,800,0.2,0.4,LOW,0.16455960273742676
2238,2266,"109,301,210,285,863",260,135,800,0.2,0.4,MEDIUM,0.26130080223083496
4431,4501,"673,675,328,684,753,722,178,186",260,135,800,0.2,0.3,HIGH,0.2403566837310791
970,970,801,260,135,800,0.2,0.3,LOW,0.20744538307189941
2231,2231,"988,785,530,982,188,544",260,135,800,0.2,0.3,MEDIUM,0.2622983455657959
2231,2231,"105,202,458,279,441",260,135,800,0.2,0.2,MEDIUM,0.20345544815063477
970,970,821,260,135,800,0.2,0.2,LOW,0.18650102615356445
4417,4431,"612,325,485,935,137,19,887,285",260,135,800,0.2,0.2,HIGH,0.28324198722839355
970,970,238,260,135,800,0.2,0.1,LOW,0.21741867065429688
4400,4540,"769,354,995,264,652,989,14,147,565,157,286,960",260,135,800,0.2,0.1,HIGH,0.27725815773010254
2238,2266,"482,356,647,554,351",260,135,800,0.2,0.1,MEDIUM,0.24733781814575195
970,970,250,260,135,800,0.1,1.0,LOW,0.18550372123718262
4393,4505,"129,781,657,433,626,184,157",260,135,800,0.1,1.0,HIGH,0.24534344673156738
2231,2231,"19,110,263,248",260,135,800,0.1,1.0,MEDIUM,0.2263944149017334
4438,4536,"513,35,356,677,326,391,939,622,398,887,762,27",260,135,800,0.1,0.9,HIGH,0.27725815773010254
4431,4501,"10,587,684,529,821,728,316",260,135,800,0.1,0.8,HIGH,0.20245862007141113
970,970,250,260,135,800,0.1,0.9,LOW,0.22140765190124512
970,970,446,260,135,800,0.1,0.8,LOW,0.1984701156616211
2231,2231,"716,527,752",260,135,800,0.1,0.9,MEDIUM,0.2762608528137207
2238,2266,"210,571,510,847",260,135,800,0.1,0.8,MEDIUM,0.2622983455657959
4400,4540,"135,587,398,825,213,117,249,186,923,286",260,135,800,0.1,0.7,HIGH,0.23337602615356445
970,970,309,260,135,800,0.1,0.7,LOW,0.17353582382202148
2231,2231,"709,597,614,549",260,135,800,0.1,0.7,MEDIUM,0.25830888748168945
4462,4462,"993,999,849,248,825,800",260,135,800,0.1,0.6,HIGH,0.24135375022888184
970,970,110,260,135,800,0.1,0.6,LOW,0.21741843223571777
2231,2231,"275,790,407,263",260,135,800,0.1,0.6,MEDIUM,0.24634122848510742
4469,4497,"198,173,401,373,858,475,607,448",260,135,800,0.1,0.5,HIGH,0.24135446548461914
2238,2266,"510,108,781,126",260,135,800,0.1,0.5,MEDIUM,0.2642941474914551
970,970,736,260,135,800,0.1,0.5,LOW,0.21642136573791504
4431,4501,"460,945,22,279,634,635,509,896",260,135,800,0.1,0.3,HIGH,0.19547677040100098
4438,4536,"867,74,179,279,439,889,442,733",260,135,800,0.1,0.4,HIGH,0.28523778915405273
970,970,244,260,135,800,0.1,0.4,LOW,0.21741819381713867
2162,2274,"423,75,722,826,639",260,135,800,0.1,0.4,MEDIUM,0.23935937881469727
970,970,772,260,135,800,0.1,0.3,LOW,0.20046353340148926
2231,2231,"647,874,941,943,759",260,135,800,0.1,0.3,MEDIUM,0.23537111282348633
4393,4505,"485,710,879,658,883,182",260,135,800,0.1,0.2,HIGH,0.2573120594024658
970,970,437,260,135,800,0.1,0.2,LOW,0.21143436431884766
970,970,178,260,135,800,0.1,0.1,LOW,0.16156673431396484
2231,2231,"348,941,239,304",260,135,800,0.1,0.2,MEDIUM,0.26329565048217773
4438,4536,"484,988,352,490,460,46,657,692,348,192",260,135,800,0.1,0.1,HIGH,0.2702767848968506
2238,2266,"482,708,394,275,569,286",260,135,800,0.1,0.1,MEDIUM,0.2573115825653076
4400,4540,"481,930,582,524,51,537,890,926,639",260,135,800,0.0,1.0,HIGH,0.2702765464782715
970,970,510,260,135,800,0.0,1.0,LOW,0.19946599006652832
2231,2231,"961,542,24",260,135,800,0.0,1.0,MEDIUM,0.267284631729126
4469,4497,"871,585,460,728,409,699,891,156",260,135,800,0.0,0.9,HIGH,0.25830864906311035
970,970,874,260,135,800,0.0,0.9,LOW,0.19946646690368652
2238,2266,"260,164,360,690,311,285",260,135,800,0.0,0.9,MEDIUM,0.22140789031982422
4310,4478,"99,5,391,969,329,555,44,909,468,886,503,90,347",260,135,800,0.0,0.8,HIGH,0.28922605514526367
2238,2266,"842,122,601,126",260,135,800,0.0,0.8,MEDIUM,0.2433490753173828
970,970,961,260,135,800,0.0,0.8,LOW,0.1874992847442627
970,970,244,260,135,800,0.0,0.7,LOW,0.1795196533203125
4386,4470,"137,750,623,719,404,981,407,254",260,135,800,0.0,0.7,HIGH,0.25032973289489746
4400,4540,"769,516,7,111,433,858,570,285",260,135,800,0.0,0.6,HIGH,0.22739148139953613
2231,2231,"965,6,786,891,989",260,135,800,0.0,0.7,MEDIUM,0.24733853340148926
970,970,348,260,135,800,0.0,0.6,LOW,0.2234020233154297
2238,2266,"610,109,429,465,635,315,893",260,135,800,0.0,0.6,MEDIUM,0.27725791931152344
970,970,585,260,135,800,0.0,0.5,LOW,0.17054367065429688
4400,4540,"34,198,103,424,978,895",260,135,800,0.0,0.5,HIGH,0.26329541206359863
