PROFIT,WEIGHT,ITEMS,NB_GENERATION,NB_POPULATION,NB_BEST,PROBA_CROSSOVER,PROBA_MUTATION,TYPE_INIT_POP,TIME_EXECUTION
970,970,867,345,140,400,0.5,0.3,LOW,0.3640260696411133
4469,4497,"710,460,14,17,435,534,791",345,140,350,0.5,0.3,HIGH,0.4807143211364746
2231,2231,"752,55,200",345,140,350,0.5,0.3,MEDIUM,0.45677852630615234
970,970,791,345,140,350,0.5,0.3,LOW,0.38197827339172363
4324,4548,"769,514,515,520,911,785,789,167,39,943,818,836,325,837,202,214,95,226,875,751,755,758",345,150,200,0.5,0.3,HIGH,16.364997386932373
4400,4540,"35,232,238,690,114,149,762,920,601,90,159,160",345,140,300,0.5,0.3,LOW,7.3079609870910645
4324,4548,"769,397,911,655,786,792,939,946,831,840,969,591,721,850,226,876,748,751,375,894,256",345,140,300,0.5,0.3,HIGH,7.655134201049805
4279,4517,"520,792,287,676,934,435,566,837,840,84,470,727,230,359,616,110,751,369,375,377,256",345,140,300,0.5,0.3,MEDIUM,7.592302322387695
4476,4532,"225,226,578,740,262,137,842,75,977,178,789,440",345,150,200,0.5,0.3,MEDIUM,16.974830150604248
4279,4517,"998,135,714,811,237,77,911,786,403,754,470,537,538",345,150,200,0.5,0.3,LOW,17.880280256271362
4365,4365,"6,454,270,17,371,471",345,130,950,0.5,0.3,HIGH,0.4142909049987793
2238,2266,"521,170,52,986,317",345,130,950,0.5,0.3,MEDIUM,0.3880176544189453
970,970,234,345,130,950,0.5,0.3,LOW,0.2692081928253174
4324,4548,"545,73,237,558,601,541,62,480",345,130,900,0.5,0.3,HIGH,0.4209263324737549
2238,2266,"801,707,419,186,670",345,130,900,0.5,0.3,MEDIUM,0.4168851375579834
970,970,390,345,130,900,0.5,0.3,LOW,0.35123348236083984
4341,4439,"161,354,737,419,460,845,558,273,860,926",345,130,850,0.5,0.3,HIGH,0.38701748847961426
4324,4548,"902,397,400,145,531,792,798,158,942,943,814,565,582,838,840,84,727,876,748,126",345,140,250,0.5,0.3,HIGH,13.172988176345825
2231,2231,"833,989,702",345,130,850,0.5,0.3,MEDIUM,0.3138093948364258
970,970,362,345,130,850,0.5,0.3,LOW,0.2919142246246338
4431,4501,"705,674,707,35,834,712,461,142,478,448",345,130,800,0.5,0.3,HIGH,0.38497114181518555
2231,2231,"801,218,557,653",345,130,800,0.5,0.3,MEDIUM,0.35222959518432617
970,970,244,345,130,800,0.5,0.3,LOW,0.27747607231140137
4393,4505,"193,577,234,398,914,885,635,731",345,130,750,0.5,0.3,HIGH,0.3780381679534912
2231,2231,"162,359,335,822,763",345,130,750,0.5,0.3,MEDIUM,0.4058961868286133
970,970,701,345,130,750,0.5,0.3,LOW,0.30222177505493164
4365,4365,"97,314,408,794,510,319",345,130,700,0.5,0.3,HIGH,0.3999786376953125
2238,2266,"388,423,626,691,344,63",345,130,700,0.5,0.3,MEDIUM,0.32975244522094727
970,970,791,345,130,700,0.5,0.3,LOW,0.28192806243896484
4424,4466,"110,145,52,726,278,731,859,191",345,130,650,0.5,0.3,HIGH,0.39936280250549316
2238,2266,"999,75,429,591,592,753,569,191",345,130,650,0.5,0.3,MEDIUM,0.39542675018310547
970,970,816,345,130,650,0.5,0.3,LOW,0.26334333419799805
4324,4548,"787,792,666,797,542,675,676,678,814,565,311,951,708,836,965,714,977,998,751",345,140,250,0.5,0.3,MEDIUM,12.7861328125
970,970,842,345,130,600,0.5,0.3,LOW,0.2652902603149414
4476,4532,"930,3,135,393,362,715,587,48,82",345,130,600,0.5,0.3,HIGH,0.3759946823120117
2231,2231,"605,814,111",345,130,600,0.5,0.3,MEDIUM,0.4059145450592041
4393,4505,"871,362,908,397,529,149,954",345,130,550,0.5,0.3,HIGH,0.3321115970611572
2231,2231,"298,403,164",345,130,550,0.5,0.3,MEDIUM,0.34906649589538574
970,970,935,345,130,550,0.5,0.3,LOW,0.28324198722839355
970,970,437,345,130,500,0.5,0.3,LOW,0.2762608528137207
2231,2231,"76,949,155,926,544",345,130,500,0.5,0.3,MEDIUM,0.3759942054748535
4400,4540,"99,238,304,663,88,988,830",345,130,500,0.5,0.3,HIGH,0.4138929843902588
970,970,279,345,130,450,0.5,0.3,LOW,0.2702772617340088
4400,4540,"836,455,295,512,237,430,944,948,640",345,130,450,0.5,0.3,HIGH,0.37100791931152344
2231,2231,"54,814,590,647",345,130,450,0.5,0.3,MEDIUM,0.4089064598083496
2238,2266,"934,623,144,369,895,182,351",345,130,400,0.5,0.3,MEDIUM,0.3291201591491699
4476,4532,"513,232,212,821,285,598,701,190",345,130,400,0.5,0.3,HIGH,0.3700106143951416
970,970,486,345,130,400,0.5,0.3,LOW,0.2682826519012451
970,970,772,345,130,350,0.5,0.3,LOW,0.31792569160461426
4372,4400,"737,560,178,147,690,278,992",345,130,350,0.5,0.3,HIGH,0.3548731803894043
2193,2235,"967,584,201,635,155",345,130,350,0.5,0.3,MEDIUM,0.3798062801361084
4286,4552,"769,903,270,789,407,934,943,955,840,592,489,876,369,754,375,895",345,140,250,0.5,0.3,LOW,12.417463779449463
4165,4529,"655,911,787,536,792,53,569,447,65,322,325,582,329,75,595,341,344,345,734,232,256",345,130,300,0.5,0.3,HIGH,6.516751527786255
4203,4525,"739,772,7,359,945,377,90,733,62,159",345,130,300,0.5,0.3,MEDIUM,6.733126640319824
4220,4416,"388,397,536,28,939,811,831,75,77,344,345,352,491,748,876,758,503,247,761,256",345,130,300,0.5,0.3,LOW,6.716171979904175
4362,4544,"776,397,934,684,942,578,840,202,596,734,95,352,616,361,232,876,895",345,140,200,0.5,0.3,HIGH,17.08398747444153
4324,4548,"911,791,923,942,831,967,75,352,484,871,999,754,116,886,247,631",345,140,200,0.5,0.3,MEDIUM,17.416099309921265
4324,4548,"388,653,909,787,154,287,811,52,53,308,187,65,961,708,329,988,96,746,631,378,895",345,140,200,0.5,0.3,LOW,17.05617904663086
4476,4532,"394,940,781,752,339,951,439,248",345,120,950,0.5,0.3,HIGH,0.3011941909790039
2238,2266,"961,540,85,870",345,120,950,0.5,0.3,MEDIUM,0.24534368515014648
970,970,702,345,120,950,0.5,0.3,LOW,0.22739100456237793
4431,4501,"865,645,713,749,429,789,310,377,475",345,120,900,0.5,0.3,HIGH,0.2842395305633545
2238,2266,"966,170,811,906,748,534",345,120,900,0.5,0.3,MEDIUM,0.2932157516479492
970,970,381,345,120,900,0.5,0.3,LOW,0.25830984115600586
4462,4462,"642,909,304,945,658,310,856,768",345,120,850,0.5,0.3,HIGH,0.33011722564697266
2193,2235,"36,231,851,214,441",345,120,850,0.5,0.3,MEDIUM,0.2603034973144531
970,970,149,345,120,850,0.5,0.3,LOW,0.20644783973693848
4362,4544,"804,742,265,334,78,398,306,19,534,825,635",345,120,800,0.5,0.3,HIGH,0.2842409610748291
2231,2231,"770,13,110,55",345,120,800,0.5,0.3,MEDIUM,0.2513275146484375
970,970,849,345,120,800,0.5,0.3,LOW,0.16755175590515137
4355,4509,"681,752,882,178,242,917,605",345,120,750,0.5,0.3,HIGH,0.28922557830810547
2231,2231,"982,413,838,791",345,120,750,0.5,0.3,MEDIUM,0.2642941474914551
970,970,890,345,120,750,0.5,0.3,LOW,0.23636794090270996
4469,4497,"294,902,488,935,603,154,91,479",345,120,700,0.5,0.3,HIGH,0.3091733455657959
2231,2231,"492,140,144,690,443",345,120,700,0.5,0.3,MEDIUM,0.31615447998046875
4286,4552,"647,403,151,538,811,190,66,707,325,75,982,90,99,748,366,755,759,379",345,130,250,0.5,0.3,HIGH,11.39657187461853
970,970,801,345,120,700,0.5,0.3,LOW,0.2483360767364502
4289,4373,"929,136,1000,44,697,960",345,120,650,0.5,0.3,HIGH,0.314159631729126
2238,2266,"170,83,444,350",345,120,650,0.5,0.3,MEDIUM,0.3171520233154297
970,970,446,345,120,650,0.5,0.3,LOW,0.2184154987335205
4476,4532,"871,999,255,149,920,986,478,415",345,120,600,0.5,0.3,HIGH,0.3041863441467285
2238,2266,"969,666,479,768",345,120,600,0.5,0.3,MEDIUM,0.31116795539855957
970,970,250,345,120,600,0.5,0.3,LOW,0.18450641632080078
4386,4470,"129,418,357,391,585,715",345,120,550,0.5,0.3,HIGH,0.2603037357330322
2231,2231,"924,510,390",345,120,550,0.5,0.3,MEDIUM,0.3091733455657959
970,970,801,345,120,550,0.5,0.3,LOW,0.20046210289001465
4320,4334,"129,867,871,424,492,145",345,120,500,0.5,0.3,HIGH,0.3071784973144531
2231,2231,"722,596,468,800",345,120,500,0.5,0.3,MEDIUM,0.27426624298095703
970,970,381,345,120,500,0.5,0.3,LOW,0.22739195823669434
4348,4474,"232,560,49,530,689,113,407,858,670,287",345,120,450,0.5,0.3,HIGH,0.2652904987335205
2200,2270,"373,284,701,54",345,120,450,0.5,0.3,MEDIUM,0.2622981071472168
970,970,516,345,120,450,0.5,0.3,LOW,0.24135470390319824
4362,4544,"419,454,71,809,203,429,591,466,697,922,155,608",345,120,400,0.5,0.3,HIGH,0.34108805656433105
2231,2231,"993,989,965,695",345,120,400,0.5,0.3,MEDIUM,0.3201436996459961
970,970,614,345,120,400,0.5,0.3,LOW,0.256314754486084
4386,4470,"581,939,365,175,815,177,120,283,444,480",345,120,350,0.5,0.3,HIGH,0.3271791934967041
2238,2266,"801,836,336,507,160",345,120,350,0.5,0.3,MEDIUM,0.28130245208740234
970,970,390,345,120,350,0.5,0.3,LOW,0.2536468505859375
4362,4544,"393,137,789,151,536,312,831,449,708,453,592,982,347,348,354,487,360,489,490,496,126,256",345,130,250,0.5,0.3,MEDIUM,10.539242506027222
4120,4498,"513,514,388,397,655,151,923,35,167,39,690,53,454,711,592,979,469,734,235,748,754,630",345,130,250,0.5,0.3,LOW,11.116698980331421
4393,4505,"645,903,840,424,939,75,878,309,982,312,827,223",345,130,200,0.5,0.3,MEDIUM,14.972437143325806
4286,4552,"911,786,789,413,185,827,444,831,964,840,329,721,977,471,734,608,357,741,232,748,109,754,762",345,130,200,0.5,0.3,HIGH,15.36239743232727
4286,4552,"145,789,663,151,414,39,555,435,344,360,366,506,754,247,378,507,640",345,130,200,0.5,0.3,LOW,14.849767923355103
4248,4556,"741,997,198,873,906,200,876,681,329,943,850,755,503,248,349,734",345,120,300,0.5,0.3,HIGH,5.966470956802368
4279,4517,"261,454,389,397,270,597,789,215,792,28,860,165,167,231,509,574",345,120,300,0.5,0.3,MEDIUM,6.213485479354858
4248,4556,"2,514,262,392,145,659,536,538,943,568,982,90,478,992,482,490,491,377",345,120,300,0.5,0.3,LOW,6.318156003952026
4514,4528,"801,988,298,397,238,336,892",345,110,950,0.5,0.3,HIGH,0.2982025146484375
2238,2266,"325,203,945,375,407",345,110,950,0.5,0.3,MEDIUM,0.20644760131835938
970,970,298,345,110,950,0.5,0.3,LOW,0.19946646690368652
4400,4540,"993,546,387,582,487,488,456,598,633,669",345,110,900,0.5,0.3,HIGH,0.29920029640197754
2231,2231,"17,691,891",345,110,900,0.5,0.3,MEDIUM,0.25332212448120117
970,970,249,345,110,900,0.5,0.3,LOW,0.2074449062347412
4514,4528,"769,746,715,495,304,305,177,273,144,570",345,110,850,0.5,0.3,HIGH,0.2932157516479492
2231,2231,"601,455,534,743",345,110,850,0.5,0.3,MEDIUM,0.22739148139953613
970,970,640,345,110,850,0.5,0.3,LOW,0.21342945098876953
4469,4497,"673,678,617,684,146,882,500,435,439,540,255",345,110,800,0.5,0.3,HIGH,0.21941304206848145
2231,2231,"249,546,388,239",345,110,800,0.5,0.3,MEDIUM,0.2702767848968506
970,970,158,345,110,800,0.5,0.3,LOW,0.2154238224029541
4476,4532,"295,903,521,297,689,628,471,444,159,32",345,110,750,0.5,0.3,HIGH,0.25830960273742676
2238,2266,"225,547,77,278,599,569,895",345,110,750,0.5,0.3,MEDIUM,0.28623437881469727
970,970,736,345,110,750,0.5,0.3,LOW,0.23537087440490723
4438,4536,"545,529,278,825,286,158,383",345,110,700,0.5,0.3,HIGH,0.28922581672668457
2231,2231,"226,717,238,736",345,110,700,0.5,0.3,MEDIUM,0.33170151710510254
970,970,801,345,110,700,0.5,0.3,LOW,0.21648001670837402
4469,4497,"387,549,6,201,267,177,759,191,895",345,110,650,0.5,0.3,HIGH,0.28735995292663574
2231,2231,"837,712,971,891,316",345,110,650,0.5,0.3,MEDIUM,0.2743184566497803
970,970,298,345,110,650,0.5,0.3,LOW,0.20545053482055664
4279,4517,"965,969,137,907,721,786,485,934,748,750,243,310,758,827,384",345,120,250,0.5,0.3,HIGH,10.855846881866455
4431,4501,"3,294,711,426,946,663,154,479,800",345,110,600,0.5,0.3,HIGH,0.26836085319519043
2200,2270,"966,970,459,563,733",345,110,600,0.5,0.3,MEDIUM,0.26932191848754883
970,970,149,345,110,600,0.5,0.3,LOW,0.21642160415649414
4324,4548,"65,195,457,207,640,657,923,960",345,110,550,0.5,0.3,HIGH,0.24654269218444824
970,970,849,345,110,550,0.5,0.3,LOW,0.21143412590026855
2231,2231,"585,645,301",345,110,550,0.5,0.3,MEDIUM,0.3024423122406006
4379,4435,"356,645,712,877,782,147,599",345,110,500,0.5,0.3,HIGH,0.29200172424316406
2200,2270,"713,309,638",345,110,500,0.5,0.3,MEDIUM,0.3020212650299072
970,970,867,345,110,500,0.5,0.3,LOW,0.22045421600341797
4365,4365,"938,234,144,757,857,253,991",345,110,450,0.5,0.3,HIGH,0.29512929916381836
2231,2231,"762,99,270,439",345,110,450,0.5,0.3,MEDIUM,0.25731420516967773
970,970,390,345,110,450,0.5,0.3,LOW,0.24116182327270508
4462,4462,"647,714,17,530,787,120,473,571",345,110,400,0.5,0.3,HIGH,0.26813554763793945
2162,2274,"288,233,944,48,145,92,96",345,110,400,0.5,0.3,MEDIUM,0.23840928077697754
970,970,158,345,110,400,0.5,0.3,LOW,0.22028350830078125
4438,4536,"899,36,645,170,842,368,17,503",345,110,350,0.5,0.3,HIGH,0.23428726196289062
2200,2270,"226,267,825,573,544",345,110,350,0.5,0.3,MEDIUM,0.22739171981811523
970,970,960,345,110,350,0.5,0.3,LOW,0.21616315841674805
4248,4556,"911,17,786,787,666,926,934,553,942,689,690,326,840,77,727,734,235,625,755,377,891,256",345,120,250,0.5,0.3,MEDIUM,11.173663139343262
4127,4533,"4,137,171,334,977,948,567,504,631,123,637,286,991,704",345,120,250,0.5,0.3,LOW,11.659364461898804
4165,4529,"514,137,786,792,423,427,53,566,831,65,322,708,837,584,84,213,351,360,491,748,876,751,256",345,110,300,0.5,0.3,HIGH,7.090827941894531
4248,4556,"582,906,397,979,787,791,734,927,613,934,305,754,631,765,831",345,110,300,0.5,0.3,MEDIUM,7.381800413131714
4286,4552,"737,546,354,389,39,971,941,427,177,114,757,345,827,126",345,120,200,0.5,0.3,HIGH,17.263944387435913
4286,4552,"785,154,156,676,811,685,817,435,439,454,329,75,595,213,350,226,231,367,631,761,379",345,120,200,0.5,0.3,MEDIUM,17.14132070541382
4248,4556,"38,454,492,428,942,943,210,470,727,504,665,893",345,120,200,0.5,0.3,LOW,17.05178165435791
4158,4494,"513,773,392,137,926,414,676,811,429,943,690,53,312,578,75,721,470,344,484,741,616,876",345,110,300,0.5,0.3,LOW,7.5726587772369385
4317,4513,"899,103,753,851,403,759,475,895",345,100,950,0.5,0.3,HIGH,0.2263941764831543
2231,2231,"187,675,53,784",345,100,950,0.5,0.3,MEDIUM,0.2768726348876953
970,970,577,345,100,950,0.5,0.3,LOW,0.2394721508026123
4379,4435,"577,486,798,82,882,532,830,512",345,100,900,0.5,0.3,HIGH,0.36049461364746094
2231,2231,"554,453,895,440",345,100,900,0.5,0.3,MEDIUM,0.2732689380645752
970,970,200,345,100,900,0.5,0.3,LOW,0.17752528190612793
4438,4536,"705,35,132,520,205,945,595,120,790,792,924,158,576",345,100,850,0.5,0.3,HIGH,0.28160548210144043
2231,2231,"882,708,479,936",345,100,850,0.5,0.3,MEDIUM,0.26435065269470215
970,970,200,345,100,850,0.5,0.3,LOW,0.1980147361755371
4400,4540,"708,264,75,844,623,496,240,600,155,924,607",345,100,800,0.5,0.3,HIGH,0.2743337154388428
2186,2200,"988,188,382,479,352",345,100,800,0.5,0.3,MEDIUM,0.2483358383178711
970,970,614,345,100,800,0.5,0.3,LOW,0.23352670669555664
4431,4501,"102,326,203,692,694,601,701",345,100,750,0.5,0.3,HIGH,0.23243188858032227
2231,2231,"473,122,647,74",345,100,750,0.5,0.3,MEDIUM,0.24534392356872559
970,970,212,345,100,750,0.5,0.3,LOW,0.22644424438476562
4400,4540,"6,473,267,76,593,337,633",345,100,700,0.5,0.3,HIGH,0.28229761123657227
2231,2231,"570,731,194,714",345,100,700,0.5,0.3,MEDIUM,0.320143461227417
970,970,735,345,100,700,0.5,0.3,LOW,0.22045254707336426
4327,4369,"35,803,173,790,473,699,860,989,448",345,100,650,0.5,0.3,HIGH,0.2563142776489258
2231,2231,"521,345,684,457",345,100,650,0.5,0.3,MEDIUM,0.26468944549560547
970,970,672,345,100,650,0.5,0.3,LOW,0.22944045066833496
4462,4462,"965,171,433,626,371,378,187,766",345,100,600,0.5,0.3,HIGH,0.30469369888305664
2231,2231,"906,978,770,925",345,100,600,0.5,0.3,MEDIUM,0.2543787956237793
970,970,816,345,100,600,0.5,0.3,LOW,0.2792541980743408
4355,4509,"804,646,359,712,235,270,977,948,182,314,255",345,100,550,0.5,0.3,HIGH,0.2922177314758301
2231,2231,"842,794,663",345,100,550,0.5,0.3,MEDIUM,0.28623342514038086
970,970,446,345,100,550,0.5,0.3,LOW,0.24394559860229492
4248,4556,"898,256,389,388,911,792,797,165,167,555,429,942,435,312,828,836,75,207,721,850,212,352,232,105,625,754",345,110,250,0.5,0.3,HIGH,13.97686505317688
4303,4443,"961,706,436,278,91,28",345,100,500,0.5,0.3,HIGH,0.37404870986938477
2238,2266,"339,516,96,544",345,100,500,0.5,0.3,MEDIUM,0.3468165397644043
970,970,935,345,100,500,0.5,0.3,LOW,0.25112438201904297
4514,4528,"356,903,329,208,316,893,799,544",345,100,450,0.5,0.3,HIGH,0.32318687438964844
2231,2231,"874,659,301",345,100,450,0.5,0.3,MEDIUM,0.346759557723999
970,970,672,345,100,450,0.5,0.3,LOW,0.26307010650634766
4400,4540,"486,999,789,376,153,701,158",345,100,400,0.5,0.3,HIGH,0.3661048412322998
2238,2266,"995,109,629,764,160",345,100,400,0.5,0.3,MEDIUM,0.3193938732147217
970,970,961,345,100,400,0.5,0.3,LOW,0.3433809280395508
4310,4478,"481,935,267,269,334,883,371,567,157",345,100,350,0.5,0.3,HIGH,0.4588747024536133
2238,2266,"893,381,766,136",345,100,350,0.5,0.3,MEDIUM,0.4231071472167969
970,970,309,345,100,350,0.5,0.3,LOW,0.3022441864013672
4113,4463,"137,397,151,409,287,35,39,809,939,943,690,566,312,578,325,582,469,470,734,354,870,616,379,754,375,761",345,110,250,0.5,0.3,MEDIUM,14.829100370407104
4248,4556,"514,388,911,656,145,409,675,690,435,565,828,582,977,470,982,344,734,876,630,503,379,895",345,110,250,0.5,0.3,LOW,15.916749954223633
4324,4548,"1,231,679,352,491,940,46,14,53,757,825,762,507,671,96",345,100,300,0.5,0.3,MEDIUM,10.155182123184204
4248,4556,"2,137,906,911,409,156,167,811,942,567,708,709,582,329,840,334,591,721,213,341,90,352,755,894",345,100,300,0.5,0.3,HIGH,10.433489084243774
4324,4548,"708,965,773,647,713,655,596,470,924,223,608,544,225,163,677,360,873,235,119,256",345,110,200,0.5,0.3,LOW,20.963764190673828
4438,4536,"578,708,837,68,838,712,389,656,721,786,219,288,755,757,382",345,110,200,0.5,0.3,HIGH,21.435845136642456
4182,4420,"514,392,777,393,911,789,405,792,409,547,675,934,685,942,948,566,831,840,584,717,848,721,596,982,856,734,616,491,876,761,762",345,100,300,0.5,0.3,LOW,8.546077013015747
4203,4525,"769,388,397,943,565,322,202,717,591,721,341,344,90,219,992,226,231,625,758,507,895",345,110,200,0.5,0.3,MEDIUM,22.095033168792725
4400,4540,"260,837,201,75,108,365,882,756,55,986,95",345,90,950,0.5,0.3,HIGH,0.2014608383178711
2231,2231,"11,846,373,604,382",345,90,950,0.5,0.3,MEDIUM,0.21970725059509277
970,970,935,345,90,950,0.5,0.3,LOW,0.17553186416625977
4462,4462,"450,964,489,174,270,817,437",345,90,900,0.5,0.3,HIGH,0.21343064308166504
