profit,poids,Items selectionnes,Nombre generation,Nombre population,Nombre best,Probabilite crossover,Probabilite mutation,Type population initiale,Temps d'execution
43992,31232,"1537,4,5129,2060,7188,2580,1048,7197,1569,5158,5672,4650,3116,9261,54,3132,4669,7743,9284,7246,1616,2137,94,1118,5216,6754,7267,9830,3181,5748,7294,2176,3203,7820,6797,7315,9370,7324,3744,9384,9905,4276,9405,1726,2240,2754,8909,2768,8912,6354,8404,4822,6361,218,731,7900,5352,4840,2283,8949,4349,5897,8458,2828,6413,3852,6415,2320,8979,8985,1826,1317,7977,5934,7983,9523,6454,7992,2873,6456,5947,8017,5969,2387,4950,4955,7516,8028,8545,868,5484,8050,4467,6004,2933,3970,900,4492,7056,402,4502,9630,1440,1450,4015,2480,5554,4031,4546,5058,2501,454,8657,5588,7128,472,9690,984,1500,2530,3557,9708,6132,8701",260,135,8000,1.0,0.7,HIGH,0.37699174880981445
22074,15554,"132,3973,2181,391,4,5001,388,779,3340,8847,4624,7187,2067,7446,8470,4762,2205,6046,9123,9763,9771,5803,9645,6706,9396,9269,3385,1084,8637,3261,3521,8130,6595,6853,1222,1350,6345,2506,9936,727,7000,473,6231,9687,5342,7011,3815,8171,4588,8684,6125,1775,1518,4339,5107,1145,9466,4987",260,135,8000,1.0,0.7,MEDIUM,0.36302900314331055
1170,970,387,260,135,8000,1.0,0.6,LOW,0.2074449062347412
43836,31116,"1537,4611,6159,7185,5650,7192,2585,1565,5162,8748,7725,4141,7221,2617,65,1607,6734,5712,9810,83,9812,9819,2155,8303,2176,8841,4235,3214,3730,9883,668,3744,5285,2217,1709,3246,5305,8893,4292,6343,6859,4304,4821,2773,3291,9436,2271,2273,9443,7912,5353,5869,9464,5882,4357,6921,4878,4887,6936,2841,9498,3355,9497,4893,797,7454,7457,7458,7970,3873,9507,9517,5934,9520,816,3890,1858,3400,7499,2894,9555,340,9559,9572,3434,8042,8558,2423,5499,7558,395,3471,1937,1942,7575,5556,6072,7622,971,2509,6098,4577,9186,993,5092,9189,3046,5095,1514,9204,7156,3064,8702,6143",260,135,8000,1.0,0.6,HIGH,0.36602115631103516
22386,15506,"9601,3074,5763,7041,7559,7306,4879,913,9745,7697,6934,4631,2711,6939,5917,800,2464,4642,5411,8612,3622,7848,5036,8493,173,3763,9014,8506,8508,5309,4032,3777,834,6212,68,4678,8774,5829,5189,3914,9802,9035,4175,4817,7892,2772,1144,8919,3160,6490,8798,2654,5984,9185,6500,7910,3820,9070,3314,7671,4984,505,1531,5756,3325,4094",260,135,8000,1.0,0.6,MEDIUM,0.3420853614807129
1170,970,8132,260,135,8000,1.0,0.5,LOW,0.20644474029541016
22191,15531,"1155,1285,9477,7047,904,2953,6411,6669,3597,5903,5138,3860,9242,6170,5020,7068,286,7194,2590,801,7842,8867,4772,6827,8876,4268,9009,6836,5302,1977,9658,4155,8124,2112,7361,9537,5443,4419,9028,5444,7879,8264,71,968,6863,6738,2650,7899,6618,3296,3685,7910,870,9448,9445,5351,8424,6642,4216,3834,9087",260,135,8000,1.0,0.5,MEDIUM,0.3370985984802246
43914,30834,"2570,3600,4113,9242,9244,541,3104,8739,7727,7731,1593,4677,9288,5196,7759,1622,7254,3072,93,4200,1655,7800,5243,2684,8831,9863,9878,6813,9375,2723,7855,9907,4793,698,188,6333,4798,2752,7361,5840,7376,5852,7389,6365,2785,3816,2796,8958,7935,8461,5396,6935,7962,1314,2339,4402,4923,9023,9535,2373,1868,8526,3920,9560,3928,4444,5986,2417,7026,9074,8052,1403,2429,4477,1410,6540,1426,6039,7070,1440,2987,2988,4011,9651,1461,3004,5060,6599,6088,3536,1488,2516,7637,5590,6616,7656,5608,7660,4085,9719,6137,7165,9214,1024",260,135,8000,1.0,0.5,HIGH,0.36003732681274414
1170,970,4075,260,135,8000,1.0,0.4,LOW,0.23836231231689453
22269,15569,"2050,6916,6662,1031,7815,8330,907,3980,5371,1550,6924,9746,19,3475,7444,6806,8089,5916,7708,8220,7839,7840,8605,1570,3619,1407,1319,5800,6696,7210,8621,5294,1839,1457,4788,2998,570,8507,2108,62,1859,1737,5325,6478,8015,7885,4561,9805,4047,7252,4177,5198,9305,225,6369,7779,9571,5476,6121,4842,7404,5755,4220,1149,8447",260,135,8000,1.0,0.4,MEDIUM,0.33510398864746094
43758,31118,"1031,7178,4632,7705,4124,2079,7201,547,550,8232,8234,5674,7724,8757,6712,1082,8769,4680,3659,6226,6740,1621,6229,4695,4186,4197,1126,8811,3692,622,1137,5763,7301,7819,8843,7315,6810,9888,1189,3238,3762,7865,3772,1216,3268,7366,199,2762,9422,1233,3283,5334,1240,2778,8420,9962,4845,1774,4339,3828,8437,1789,7430,4377,7961,2332,2333,7966,5916,6952,300,1842,1332,8504,2361,5435,2375,8521,3411,2391,5469,5982,8547,8036,3430,2919,5482,7020,9069,2929,9586,3954,375,7033,4475,1403,381,3965,5504,2948,2949,9102,9618,3484,1949,5033,9651,2486,8639,6079,6082,3016,6605,4561,7121,6624,2024,4585,5618",260,135,8000,1.0,0.4,HIGH,0.373002290725708
44304,31224,"1540,7686,5131,4623,8212,6687,3623,5166,6703,4664,1081,8251,8764,9791,7234,1607,8786,3672,3166,4703,3680,619,9842,116,7286,8829,1663,1668,6791,6283,6291,5782,164,5285,4268,6316,7857,2741,4793,5307,3772,6855,203,9421,3280,6865,3793,5332,7382,8922,223,3812,7397,9455,3826,8950,7936,4864,7429,9485,7447,8481,807,1320,3879,9005,5933,4409,2361,7996,2877,3903,5955,838,4944,2396,9565,3940,1383,4974,4462,7536,1390,3445,5501,9087,6017,4485,4997,4999,4489,397,1934,3983,405,6041,7588,1445,6565,7081,2989,9662,6593,7106,4548,3014,9159,457,7629,2510,6605,5583,7632,3037,6625,8162,9191,7149,8696,9727",260,135,8000,1.0,0.3,HIGH,0.35504913330078125
1170,970,4417,260,135,8000,1.0,0.3,LOW,0.215423583984375
22854,15494,"7553,4868,7685,6919,6665,3082,1035,5260,270,1936,8592,9618,1684,1941,5915,28,3357,7582,8225,4643,8996,2343,1576,4650,5164,2351,5040,7344,9393,4787,8373,5174,4791,2872,9402,4410,4156,2877,4670,9153,450,8645,9544,6346,5451,1484,9933,5712,5072,8658,7891,4947,8021,5328,1242,7389,8163,1764,2404,3175,7784,1129,1768,6889,3820,9839,9840,7538,5493,3062,1783,4854,5502,4479",260,135,8000,1.0,0.3,MEDIUM,0.3311147689819336
1170,970,4075,260,135,8000,1.0,0.2,LOW,0.2343730926513672
44421,31201,"8707,4617,6153,6668,4113,4122,8220,544,9761,2086,8743,8746,8749,4143,54,5695,7232,7750,9288,9802,2639,3664,7249,8278,7255,1130,1650,9848,4733,134,7819,2188,9873,6803,1687,2202,1691,4252,5278,7840,2722,2727,8359,4266,5804,7860,7356,9922,3786,6347,9936,8403,6868,6358,6359,9431,232,4842,748,3820,7405,5873,2802,5891,263,7947,2830,2338,6962,3384,2361,6970,5434,9532,1853,9028,5446,7496,3403,848,7508,1883,7521,1897,9582,9584,2419,4987,3454,1920,9606,5005,7056,6033,2965,7063,9630,3488,3489,1441,2979,6564,1445,2988,4527,4018,6067,1461,3511,954,4538,8128,7617,5067,6094,990,7135,6120,3054,4079,8702",260,135,8000,1.0,0.2,HIGH,0.3560478687286377
22542,15462,"5505,642,259,7044,4865,3971,10,9611,907,8464,5265,5138,4113,147,5909,3478,1317,4391,9896,9129,6959,1712,1839,2482,1206,5434,3320,8254,7102,9279,961,4033,1343,4290,1089,8263,9288,2121,1226,1739,1994,8785,3539,8917,9687,9434,7650,9827,8674,8037,7142,231,4589,6126,5618,754,4852,245,3575,632,8311,6138,7547,4733,9472",260,135,8000,1.0,0.2,MEDIUM,0.33610081672668457
1170,970,3272,260,135,8000,1.0,0.1,LOW,0.21642136573791504
43914,30594,"8196,5129,5130,2576,6678,4120,5656,5144,3623,2088,7209,6698,1064,7735,8761,6718,6724,1101,89,605,7775,610,5219,2665,3177,5231,9333,4729,6278,6798,1683,2719,681,8363,5805,2222,2231,7869,5824,711,8906,2252,4815,6361,8926,2280,5869,4862,7950,1304,282,7965,8479,4898,7976,4907,6449,7990,822,310,5942,5951,3395,8521,2386,5470,8031,1383,2921,8042,877,4466,2421,3958,8055,5497,3455,1408,4482,6531,3975,2445,1936,7057,3987,2964,3478,923,6044,3489,1442,8100,3496,6571,7088,6578,3002,5051,9152,8643,2499,7107,3014,2512,1490,4568,475,3040,489,5615,9205,2039,8696,5114",260,135,8000,1.0,0.1,HIGH,0.3620316982269287
23049,15509,"8193,3969,4354,3972,1540,8198,5895,9601,3846,8714,9096,3724,4877,3599,7568,6418,6424,9115,7453,8606,6046,3105,6309,6312,8490,3371,7852,3633,7730,2609,6194,309,8249,3643,2747,9791,2116,2117,7109,327,4935,5705,2252,9293,5581,6736,2772,8917,9558,84,478,7648,1248,866,8573,4453,997,5993,9836,4589,2158,7917,240,4082,6905,3962,6653,7424",260,135,8000,1.0,0.1,MEDIUM,0.3510608673095703
1170,970,8806,260,135,8000,0.9,1.0,LOW,0.23138046264648438
44148,31188,"9730,514,517,8713,9749,9752,5657,1048,9248,1060,5669,1064,6698,4651,5679,9778,7222,9279,7233,4163,1608,2633,586,3659,8790,7777,4204,118,6779,2172,4736,7297,643,1667,138,3221,9377,5795,3236,4772,9385,1201,2742,7864,185,3258,4282,5315,7876,5827,9926,713,6862,8403,8919,5336,4828,9443,1764,7396,5350,4838,1765,5876,4856,4858,8960,3329,1285,9478,5385,5388,6412,2836,8473,2332,8478,2354,2876,4928,8003,7491,3396,3916,6991,9554,2904,8028,2406,1389,6510,4973,7536,882,2418,6521,3962,894,9599,1926,5513,6543,3475,8085,3990,1943,3480,7579,9629,5021,8606,8101,4523,942,2994,1972,8117,8120,451,1990,9160,8145,8658,9188,5094,4594,5621,8186",260,135,8000,0.9,1.0,HIGH,0.3540527820587158
22191,15251,"5624,1672,393,9993,2442,9101,6542,9870,7194,2972,1438,4767,8862,4770,4518,4265,9642,6185,300,6190,9776,6705,2101,5179,9403,189,1854,8127,4031,7360,5951,7110,7501,7246,8141,4182,1623,5592,6488,7898,5720,7004,5853,5590,1501,2272,3041,9814,3676,1750,359,8168,234,2538,8810,8941,622,4847,7025,7026,5368,2940,2816",260,135,8000,0.9,1.0,MEDIUM,0.33310818672180176
1170,970,3560,260,135,8000,0.9,0.9,LOW,0.20943975448608398
44811,31191,"5634,4611,5124,1030,1564,6690,7205,9766,1578,555,7235,8774,78,2642,6738,8280,5725,5216,3682,8295,9833,5242,2173,647,3721,9869,6288,8348,7839,2210,2211,5798,4778,1708,5807,5298,4277,181,9400,8377,696,6843,7874,5319,2763,2259,3295,3304,4841,2284,1774,1263,753,1784,760,5379,1798,3334,7944,2832,8465,5911,7449,7964,5408,4902,7988,8001,1863,2893,8528,4947,4958,1387,5996,363,8558,7535,1392,887,4985,9085,4998,8070,6538,9615,9104,7058,404,8601,9121,4017,8627,5556,2488,3513,5049,6591,3008,3016,9163,4561,6103,2524,4573,6126,5106,5110,3574",260,135,8000,0.9,0.9,HIGH,0.33211207389831543
22737,15597,"2052,3718,5767,2831,6290,5522,7572,4245,9362,1941,8088,7705,27,3869,9757,5032,9770,1707,6445,3502,3374,7986,5555,5684,9907,6710,9657,8635,7102,6078,1856,5697,4926,193,3270,711,7624,4424,6089,4169,3277,1613,466,9171,1748,339,5332,1367,6618,4955,9564,348,6111,864,7393,3809,4068,741,7910,3685,6376,5098,5740,6517,8949,3836,3325,5504",260,135,8000,0.9,0.9,MEDIUM,0.32912135124206543
1170,970,2092,260,135,8000,0.9,0.8,LOW,0.2094414234161377
44226,30906,"2563,5127,4615,2059,6156,8721,1043,532,9247,4641,6690,7205,3629,2609,7730,4667,7740,572,6722,2117,8774,3656,72,589,1618,3669,9814,2133,1113,6234,2651,5727,3688,617,6762,110,6255,3185,2676,7797,7800,7291,4605,4745,2190,6324,183,5818,6335,5315,7876,196,4294,3271,8395,8396,4816,7891,1241,2784,7401,5865,3819,9453,1773,9456,9971,2808,3832,8442,4856,7427,1287,1799,8457,9994,4363,7953,789,6940,1825,4904,3375,5431,3386,9019,1855,4929,9030,8524,5969,6996,9557,7002,3421,7520,7008,9578,7019,9080,4484,1934,3986,5528,9625,4522,7594,5049,6586,8123,9660,7102,6594,3015,8137,6091,466,982,8663,7136,4586,7147,5614,4594,509,9216",260,135,8000,0.9,0.8,HIGH,0.34906816482543945
1170,970,2092,260,135,8000,0.9,0.7,LOW,0.2164144515991211
22776,15616,"6276,7814,3850,5003,3085,3601,2583,7319,9497,5655,6299,9884,922,5248,1700,2597,6057,6441,7212,4397,7341,2095,6193,7732,948,8886,952,8888,9148,2750,9791,9153,5698,6212,196,3656,6473,1225,7501,590,9039,2766,1615,8914,5203,9811,342,4058,4827,6494,4831,5982,2017,1123,1639,371,884,4595,2678,4342,504,1271,7680",260,135,8000,0.9,0.8,MEDIUM,0.34607458114624023
22269,15609,"3073,4482,9605,4998,2823,8073,8459,8076,3981,907,3471,5245,3732,2327,664,6683,6945,7075,7460,5414,2600,9512,1963,7087,5810,8377,6909,3322,5196,210,466,4563,9298,4568,9817,2393,3675,5724,6109,3937,8417,2662,250,5096,2920,6636,878,8047,371,1396,6516,3316,1912,506,2427,4733,1790",260,135,8000,0.9,0.7,MEDIUM,0.3231356143951416
44460,30900,"2563,2567,3592,6154,8203,5647,2067,20,3608,1048,5155,1060,35,2087,4139,6703,9786,4157,578,581,1612,3578,7249,6243,3175,9836,630,5244,3709,4734,9343,7297,132,7304,2698,4238,3218,5779,4244,1682,8859,9890,4778,8366,9390,690,2740,9402,699,2236,6337,9925,4816,9945,1245,7391,3812,4841,8426,755,7928,7930,7431,5899,5905,277,2344,1841,5426,2359,3898,7484,2877,317,1345,2881,328,7497,5461,3927,6492,2398,3428,869,8549,5483,3439,6003,5493,2936,4488,3467,1425,4497,9105,7580,927,1441,8103,9128,1451,4524,5553,8633,442,6602,2003,8149,7130,483,6631,1514,9196,2032,8692,5621,4598,4602",260,135,8000,0.9,0.7,HIGH,0.35804200172424316
43953,31213,"6160,7192,7709,3615,9760,2081,8227,7208,5673,2612,6712,7738,9794,4681,4171,2642,3668,1621,3165,6752,5729,4193,4199,4717,8301,5743,2161,114,4215,8827,6784,8841,9866,3723,5783,9379,1699,679,3753,2220,9907,5820,7165,7889,3796,7382,734,227,1767,3818,1772,7917,1775,1272,1281,4869,2321,4892,286,7454,7457,6434,8484,3878,6450,9021,7998,1343,4415,2884,2895,9051,4955,2913,8034,7524,5992,2936,3453,1406,1924,7575,1949,4510,1952,8097,9634,1954,1445,6568,937,8626,2482,9652,3514,2491,8639,4036,5060,4040,460,8658,4056,1502,4062,8693,7159,2553,4603,5117",260,135,8000,0.9,0.6,HIGH,0.33011698722839355
1170,970,8721,260,135,8000,0.9,0.6,LOW,0.21741867065429688
22542,15582,"9474,9730,6274,6919,3593,9866,4497,6034,1169,8980,9875,7059,6680,6425,4377,2075,3744,5155,804,6693,5927,2343,1322,3371,5163,6061,8235,5296,8880,2352,4153,6459,9660,2875,5694,9788,9662,9409,6338,728,3578,2511,9039,7890,6869,5080,4569,9178,7258,5594,1501,94,2398,9440,9562,9058,5221,8293,3818,9195,7025,5489,4723,756,6519,1913,8570,3328",260,135,8000,0.9,0.6,MEDIUM,0.30219244956970215
1170,970,4474,260,135,8000,0.9,0.5,LOW,0.2263956069946289
43797,31017,"8197,6,5129,4105,1039,532,9242,3105,5158,8231,1578,6190,7217,6198,1081,7227,1085,4679,1096,1612,5202,9299,3164,2140,5729,97,8289,4197,1640,2665,8308,5748,7799,9340,6271,3721,9873,5779,2200,3230,5793,9387,6831,9395,9397,4277,3771,9916,5313,8900,4292,4305,214,2265,4836,2282,8189,2797,6900,6902,7415,3320,247,9980,3836,8958,1280,7432,8975,9999,277,7446,4892,2335,9505,296,3376,7990,7995,8511,1350,4423,2378,8522,8012,7501,334,4942,4948,6489,9051,4957,8547,7012,8554,5504,8583,921,6559,1960,6065,1463,6074,8123,1980,8128,2499,7107,3526,3533,8148,3028,982,5084,7134,6640,7667,2549,6646,4086,8697,5117,1536",260,135,8000,0.9,0.5,HIGH,0.32413387298583984
22425,15525,"1538,6019,5770,5771,6926,660,4373,9495,3864,8601,794,7579,412,5403,2459,5918,8354,4771,6563,4005,1451,2476,9261,6905,4659,1461,6327,2231,5818,1857,3394,4035,2372,1863,1867,8525,5198,4431,8016,8533,725,4056,7389,2526,1123,8163,6373,9062,5479,8549,1001,9836,9965,2543,8175,4722,885,761,7931,3072",260,135,8000,0.9,0.5,MEDIUM,0.31116700172424316
1170,970,8105,260,135,8000,0.9,0.4,LOW,0.20545125007629395
44187,31207,"8193,3,3075,2058,4111,8219,1057,6693,2610,9782,4152,7229,7232,577,67,5702,3143,3147,8272,7249,6743,3677,107,111,8305,1142,2170,1149,8321,133,665,158,8355,5798,5809,6837,7353,9401,1728,6337,718,3792,9939,4313,9437,9440,232,3826,3833,8443,5376,769,6402,8966,5383,1806,1302,7450,8994,3365,6953,2859,2348,9008,5942,1340,2365,4420,4424,2891,3404,5453,4431,6993,5464,6499,356,4458,9591,6008,2426,5498,378,3458,7554,3971,9605,7566,9615,7057,3475,2458,922,8101,6053,425,1459,7091,7612,8124,4542,4545,1987,8646,8654,4560,5074,6613,3030,7128,2022,4075,2540,7151,9202,9715,7673,8186,509,6656",260,135,8000,0.9,0.4,HIGH,0.3540530204772949
22503,15603,"4098,8965,6540,2316,4753,3091,9752,4122,795,2333,3103,1059,676,9254,7590,3498,8750,9009,1332,1719,6072,9017,2360,7483,6457,3769,826,191,3010,2631,1866,2892,847,2640,3579,9819,221,3422,1507,611,2664,105,6378,7787,3308,9330,1143,508,4727,8443,4860,8702",260,135,8000,0.9,0.4,MEDIUM,0.3311145305633545
44148,31228,"5123,1032,5132,6156,15,9231,1042,7193,6682,546,8228,2101,54,63,5183,4672,4167,9801,7759,4176,82,7767,4698,5723,4188,2143,7781,9836,3182,4726,7289,5754,9851,5764,8325,9350,4745,9867,7315,9375,4767,6820,9895,3242,7350,1724,5825,1223,5320,4807,3277,2258,1750,4825,7906,739,9962,2797,5872,1782,4857,7419,1790,257,9986,1798,7435,2320,6930,1299,4388,3877,6962,3891,1844,821,828,7488,9548,8013,2893,1872,5460,4437,1878,2904,5468,6492,2912,6502,9065,9073,1397,7032,1914,2433,898,9096,2441,4491,8083,7571,7071,932,1448,943,6067,1463,9664,1990,1994,9171,6105,7646,6626,4074,6635,7148,1518,9722,9211",260,135,8000,0.9,0.3,HIGH,0.3450767993927002
1170,970,1364,260,135,8000,0.9,0.3,LOW,0.21342897415161133
22542,15422,"8449,7302,4489,6282,6539,2192,6800,4115,4116,6547,1689,2202,2082,1700,421,2598,679,6824,6565,1062,2217,1577,3624,2094,7343,3248,2353,178,7858,6068,2999,189,2365,1981,5952,1727,8125,8387,4420,2118,7498,5195,7758,719,5200,5457,4947,4307,3027,2262,1370,7645,7389,3307,1264,1393,5620,6390,8700,3453,8959",260,135,8000,0.9,0.3,MEDIUM,0.3251302242279053
1170,970,2121,260,135,8000,0.9,0.2,LOW,0.2293863296508789
44070,31150,"7172,4107,9231,2576,3599,3603,3096,7707,5148,3103,32,7716,6181,8753,8254,8256,6729,9802,1100,1613,9301,8794,1117,6760,4714,2158,1137,629,5251,647,6292,9877,1175,5800,9896,2218,681,8876,4277,3765,3260,190,3774,712,3787,209,724,6356,3287,2281,239,757,7938,4369,5908,4385,4904,5430,9014,9022,7487,7489,4437,1366,6489,2908,9574,9067,7533,9585,881,5489,1404,2940,4483,6538,395,400,8593,6034,6037,9110,9623,918,6041,6043,8606,7584,4001,9121,1448,3505,2995,6583,7097,4538,7099,4046,8143,2512,9173,4565,9686,485,4585,1003,1006,2546,1011,7670,8697,4091,7676,7167",260,135,8000,0.9,0.2,HIGH,0.34607458114624023
22503,15603,"641,2562,1540,8325,4360,1290,5899,1035,397,2444,8336,2709,150,2071,8089,8605,9471,7712,289,2338,9762,6689,4513,7204,6828,9902,3633,3377,9782,5815,1206,8119,7741,62,2629,3782,966,6219,6989,207,2767,2769,5970,8148,1879,9943,4444,7646,9311,1765,4073,6508,6636,2414,238,1135,5741,7665,5235,4084,9333,1273,9978,2559",260,135,8000,0.9,0.2,MEDIUM,0.31017017364501953
1170,970,7267,260,135,8000,0.9,0.1,LOW,0.2792532444000244
43836,31076,"8202,23,4636,5660,7717,549,2608,7224,9784,1086,64,3655,7752,6217,6218,7241,9804,3153,1618,6226,9811,1107,2142,5222,7277,2161,2165,3190,9858,2691,4741,6799,7317,3222,8347,5803,6326,183,8374,8889,2238,703,6851,7364,6855,717,2254,4815,9937,7904,2784,3301,5350,6889,4855,3333,264,3855,5393,1819,2332,7456,6946,7462,8998,3369,1322,2346,5423,816,8500,1337,4410,7487,9536,2887,6472,334,2382,9555,3416,8541,7518,1376,7009,869,5482,2925,2420,377,9599,895,899,6532,904,6545,3987,5530,2972,6560,4512,8099,7590,8103,6570,4014,4530,952,6591,4543,961,2500,6600,5065,464,4057,1503,2026,5614,7662,5105,9204,7165",260,135,8000,0.9,0.1,HIGH,0.4009277820587158
22425,15605,"4483,1285,5766,7814,1544,6411,7440,3856,3090,913,6172,8349,3358,2974,3616,1057,6429,7580,3879,168,6312,812,9263,562,8371,6326,4150,6584,8375,6841,9912,3776,2497,4547,7619,4038,6472,6730,3659,8013,7505,977,6357,5080,856,7899,8155,5725,8670,6236,4447,2401,3428,3429,6501,8315,1645,498,7412,8310,2040,635,5887",260,135,8000,0.9,0.1,MEDIUM,0.3779871463775635
1170,970,959,260,135,8000,0.8,1.0,LOW,0.23836278915405273
44109,30889,"1026,1540,2569,9739,8208,5656,5158,5161,556,5169,3641,5691,8764,4161,6209,9299,6743,8793,1113,5735,5231,3700,1654,6775,3717,9352,136,2186,9354,9870,4762,3230,1183,8352,4266,7339,1204,4798,4799,5311,4801,4295,3795,4309,5336,1754,5850,7396,7910,4326,231,4841,8937,6383,756,5367,2297,2302,257,2308,6405,7429,7431,777,2826,5388,8984,6427,288,2855,7983,8529,2897,6496,873,2927,3441,3954,6008,8569,6014,9092,3462,1415,903,917,1943,8088,927,4000,4001,4515,4003,8615,7598,6588,8641,5571,6596,7112,9161,2507,7124,6636,9709,2030,8684,1008,4594,6645,8183,7672,2558,512",260,135,8000,0.8,1.0,HIGH,0.40691184997558594
23244,15564,"4865,7561,906,5771,395,2060,6542,5644,5899,5139,663,3227,8862,4766,5918,4127,6562,7207,6445,8365,304,6194,693,309,4151,8887,1977,1336,6721,4546,8134,2631,3405,6991,4944,7760,6096,2388,9557,1238,4311,4822,1754,3292,1888,6882,5475,233,5355,5611,4205,6509,751,3184,9201,5106,3570,4724,9975,632,7031,251,5757",260,135,8000,0.8,1.0,MEDIUM,0.36003684997558594
44265,31045,"2056,6668,7187,6176,6177,2084,4135,5162,49,8754,2613,8250,8255,577,5703,6733,9815,1624,3672,3675,9314,1137,1140,9335,2681,1660,2687,2175,4224,9866,5770,6284,9868,2705,1179,5284,9900,8885,6840,2746,187,8383,4300,206,8413,9951,4832,1248,739,6884,3814,6891,9455,4858,4347,9468,6909,1279,3338,1808,4368,5394,1810,4886,3351,8984,5915,6945,6443,814,3379,820,6965,3896,6976,1861,8520,8012,9043,3924,9048,857,8026,9052,863,8038,6505,7017,6508,6003,8571,3456,4487,3979,7052,4496,3473,9116,1953,417,9124,6568,9640,6059,432,9139,4533,957,6590,5055,963,5066,1484,6096,9681,9175,8667,4060,5087,480,6625,8162,4595,3573,4091",260,135,8000,0.8,0.9,HIGH,0.4029226303100586
1170,970,2651,260,135,8000,0.8,0.9,LOW,0.26329565048217773
